,LocYear,educ1: A,educ1: B,educ1: G,educ1: H,educ1: N,educ2,educ3: IS,educ3: OS,educ4,educ5: 3,educ5: 1,educ5: 2,educ6: A,educ6: B,educ6: G,educ6: H,educ6: N,educ7: 1,educ7: 2,educ7: 3,educ7: 4,educ8: 1,educ8: 2,educ8: 3,educ8: 4,educ9: 1,educ9: 2,educ9: 3,educ9: 4,educ10: 1,educ10: 2,educ10: 3,educ10: 4,educ11: 1,educ11: 2,educ11: 3,educ11: 4,educ12: 1,educ12: 2,educ12: 3,educ12: 4,educ13,educ14: yes,educ14: no,educ15: no,educ15: yes,educ16: 3y,educ16: 4y,educ16: 5-y,educ16: -3y,educ16: tot,educ17,educ18,educ19
1532,RI2019,0.08,0.24,0.16,0.44,0.09,,,,0.06,,,,0.07,0.3,0.12,0.43,0.07,0.64,0.29,0.36,0.71,0.71,0.35,0.29,0.65,,,,,0.81,0.4,0.19,0.6,,,,,,,,,0.26,0.79,0.5,0.5,0.76,1078.0,1192.0,44.0,1134.0,3448.0,,,0.65
1533,RI2021,0.08,0.21,0.19,0.41,0.12,,,,0.03,,,,0.07,0.28,0.16,0.42,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.0,871.0,4.0,821.0,2365.0,,,0.62
1534,RI2022,0.07,0.26,0.19,0.4,0.08,,,,0.04,,,,0.08,0.32,0.13,0.42,0.05,0.58,0.24,0.42,0.76,0.68,0.31,0.32,0.69,,,,,0.74,0.34,0.26,0.66,,,,,,,,,0.38,0.79,0.54,0.48,0.75,699.0,798.0,5.0,812.0,2280.0,,,0.62
1535,RI2023,0.07,0.24,0.17,0.43,0.08,,,,0.05,,,,0.06,0.3,0.15,0.42,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63
1536,RI2024,,,,,,,,,0.05,,,,0.07,0.31,0.15,0.4,0.07,0.57,0.26,0.43,0.74,0.66,0.3,0.34,0.7,,,,,0.76,0.38,0.24,0.62,,,,,,,,,0.31,0.83,0.54,0.52,0.74,,,,,,,,
1537,SC1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2443.0,3743.0,718.0,80.0,6984.0,,,
1538,SC1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519.0,3410.0,606.0,79.0,6614.0,,,
1539,SC1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2661.0,3650.0,553.0,126.0,6990.0,,,
1540,SC1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3232.0,4191.0,468.0,81.0,7972.0,,,
1541,SC1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3642.0,4707.0,473.0,311.0,9133.0,,,
1542,SC1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3824.0,5101.0,289.0,336.0,9550.0,,,
1543,SC1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3719.0,5536.0,463.0,261.0,9979.0,,,
1544,SC1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4466.0,5820.0,308.0,342.0,10936.0,,,
1545,SC1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4264.0,5865.0,717.0,353.0,11199.0,,,
1546,SC1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4410.0,6027.0,699.0,353.0,11489.0,,,
1547,SC1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4775.0,6164.0,331.0,366.0,11636.0,,,
1548,SC1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4884.0,6139.0,423.0,455.0,11901.0,,,
1549,SC2000,,,,,,,,,0.02,,,,0.07,0.2,0.07,0.51,0.14,0.53,0.17,0.47,0.83,,,,,,,,,0.59,0.18,0.41,0.82,0.54,0.2,0.46,0.8,,,,,,,,,,5164.0,6336.0,84.0,531.0,12115.0,,0.23,0.26
1550,SC2001,,,,,,,,,0.01,,,,0.08,0.19,0.05,0.56,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5608.0,6175.0,42.0,550.0,12375.0,,0.15,0.33
1551,SC2002,,,,,,,,,0.01,,,,0.08,0.19,0.06,0.53,0.15,,,,,0.68,0.24,0.32,0.76,0.84,0.2,0.16,0.8,,,,,,,,,0.82,0.17,0.18,0.83,,,,,,5953.0,5229.0,1049.0,745.0,12976.0,,0.16,0.35
1552,SC2003,,,,,,,,,0.01,0.043,0.047,0.045,0.08,0.19,0.06,0.54,0.13,0.68,0.26,0.32,0.74,0.69,0.24,0.31,0.76,,,,,0.79,0.32,0.21,0.68,,,,,,,,,0.22,,,,,6014.0,5993.0,624.0,824.0,13455.0,,0.18,0.38
1553,SC2004,,,,,,,,,0.01,,,,0.08,0.21,0.07,0.49,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6147.0,6321.0,586.0,900.0,13954.0,,0.19,0.34
1554,SC2005,0.09,0.16,0.07,0.53,0.15,,,,0.02,,,,0.08,0.18,0.06,0.54,0.14,0.71,0.3,0.29,0.7,0.67,0.25,0.33,0.75,,,,,0.81,0.36,0.19,0.64,0.64,0.25,0.36,0.75,,,,,0.17,,,,,6118.0,6513.0,183.0,965.0,13779.0,N.A.,0.18,0.34
1555,SC2006,0.09,0.15,0.07,0.53,0.16,,,,0.02,,,,0.09,0.18,0.06,0.52,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6365.0,6838.0,24.0,1001.0,14228.0,0.41,0.19,0.4
1556,SC2007,0.09,0.16,0.08,0.53,0.14,,,,0.02,0.055,0.041,0.049,0.09,0.18,0.07,0.52,0.15,0.71,0.32,0.29,0.68,0.69,0.25,0.31,0.75,0.85,0.23,0.15,0.78,0.8,0.36,0.2,0.64,,,,,,,,,0.19,,,,,6653.0,6794.0,34.0,1049.0,14530.0,0.38,0.18,0.41
1557,SC2008,0.1,0.16,0.08,0.52,0.14,,,,0.02,,,,0.09,0.18,0.07,0.51,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6597.0,6625.0,26.0,1008.0,14256.0,0.34,,0.42
1558,SC2009,0.09,0.16,0.08,0.52,0.14,,,,0.02,,,,0.08,0.2,0.08,0.5,0.14,0.69,0.3,0.31,0.7,0.68,0.24,0.32,0.76,,,,,0.78,0.34,0.22,0.66,,,,,,,,,0.17,0.85,0.57,0.64,0.79,5773.0,5677.0,21.0,993.0,12464.0,0.32,,0.42
1559,SC2010,0.1,0.15,0.09,0.52,0.14,,,,0.02,,,,0.08,0.2,0.08,0.51,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5887.0,6542.0,738.0,1545.0,14712.0,0.31,,0.44
1560,SC2011,0.1,0.15,0.09,0.53,0.13,40,0.12,0.1,0.01,0.058,0.032,0.045,0.09,0.19,0.07,0.51,0.14,0.7,0.32,0.3,0.68,0.72,0.27,0.28,0.73,,,,,0.79,0.36,0.21,0.64,,,,,,,,,0.22,0.84,0.55,0.61,0.81,6772.0,6525.0,37.0,1692.0,15026.0,0.28,,0.43
1561,SC2012,0.1,0.16,0.1,0.51,0.13,,,,0.02,,,,0.1,0.19,0.08,0.51,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6592.0,6535.0,28.0,1739.0,14894.0,0.26,,0.44
1562,SC2013,0.1,0.18,0.1,0.49,0.13,38,0.12,0.1,0.02,,,,0.09,0.2,0.08,0.5,0.14,0.69,0.31,0.31,0.69,0.73,0.29,0.27,0.71,,,,,0.79,0.35,0.21,0.65,,,,,,,,,0.19,0.83,0.54,0.62,0.78,7079.0,6330.0,33.0,2003.0,15445.0,,,0.44
1563,SC2014,0.1,0.17,0.1,0.48,0.14,,,,0.02,,,,0.09,0.19,0.08,0.5,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6776.0,6170.0,245.0,2055.0,15246.0,,,0.45
1564,SC2015,0.11,0.18,0.1,0.49,0.12,46,0.12,0.1,0.02,,,,0.1,0.21,0.09,0.5,0.11,0.65,0.26,0.35,0.74,0.71,0.28,0.29,0.72,,,,,0.79,0.36,0.21,0.64,,,,,,,,,0.2,0.79,0.47,0.55,0.75,7337.0,5568.0,285.0,1935.0,15125.0,,,0.44
1565,SC2016,0.1,0.19,0.11,0.48,0.12,,,,0.02,,,,0.1,0.21,0.08,0.5,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7104.0,5113.0,26.0,2420.0,14663.0,,,0.44
1566,SC2017,0.11,0.18,0.11,0.49,0.11,41,0.12,0.1,0.02,,,,0.1,0.2,0.09,0.51,0.11,0.62,0.26,0.38,0.74,0.71,0.3,0.29,0.7,,,,,0.75,0.32,0.25,0.68,,,,,,,,,0.27,0.81,0.52,0.6,0.77,7396.0,4574.0,49.0,2534.0,14553.0,,,0.46
1567,SC2018,0.12,0.19,0.12,0.48,0.1,,,,0.02,,,,0.11,0.23,0.08,0.49,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7175.0,4369.0,10.0,1953.0,13507.0,,,0.44
1568,SC2019,0.1,0.2,0.12,0.47,0.11,,,,0.02,,,,0.1,0.23,0.09,0.48,0.1,0.64,0.29,0.36,0.71,0.69,0.29,0.31,0.71,,,,,0.77,0.36,0.23,0.64,,,,,,,,,0.28,0.8,0.48,0.55,0.77,7010.0,4387.0,22.0,2751.0,14170.0,,,0.42
1569,SC2021,0.11,0.2,0.14,0.45,0.1,,,,0.02,,,,0.1,0.24,0.09,0.48,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3299.0,2919.0,19.0,2355.0,8592.0,,,0.44
1570,SC2022,0.12,0.2,0.15,0.44,0.09,,,,0.02,,,,0.1,0.23,0.11,0.49,0.07,0.56,0.22,0.44,0.78,0.63,0.27,0.37,0.73,,,,,0.74,0.34,0.26,0.66,,,,,,,,,0.39,0.8,0.48,0.55,0.77,4490.0,2203.0,41.0,2792.0,9401.0,,,0.43
1571,SC2023,0.11,0.21,0.15,0.45,0.09,,,,0.02,,,,0.09,0.24,0.1,0.48,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
1572,SC2024,,,,,,,,,0.03,,,,0.1,0.25,0.1,0.48,0.07,0.55,0.24,0.45,0.76,0.64,0.26,0.36,0.74,,,,,0.76,0.4,0.24,0.6,,,,,,,,,0.34,0.78,0.51,0.56,0.77,,,,,,,,
1573,SD1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0,1567.0,300.0,81.0,2380.0,,,
1574,SD1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,1605.0,148.0,64.0,2495.0,,,
1575,SD1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,1702.0,53.0,73.0,2436.0,,,
1576,SD1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0,1741.0,61.0,75.0,2573.0,,,
1577,SD1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.0,1896.0,129.0,187.0,3065.0,,,
1578,SD1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.0,2103.0,221.0,192.0,3520.0,,,
1579,SD1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.0,2167.0,402.0,198.0,3694.0,,,
1580,SD1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.0,2252.0,457.0,218.0,3955.0,,,
1581,SD1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.0,2276.0,353.0,244.0,4057.0,,,
1582,SD1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.0,2476.0,223.0,189.0,4046.0,,,
1583,SD1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.0,2305.0,448.0,381.0,4198.0,,,
1584,SD1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.0,2432.0,421.0,361.0,4477.0,,,
1585,SD2000,,,,,,,,,0.02,,,,0.12,0.28,0.04,0.5,0.07,N.A.,N.A.,N.A.,N.A.,,,,,,,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,1280.0,2018.0,228.0,449.0,3975.0,,0.07,0.32
1586,SD2001,,,,,,,,,0.02,,,,0.12,0.25,0.04,0.5,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.0,2166.0,189.0,558.0,4220.0,,0.09,0.37
1587,SD2002,,,,,,,,,0.02,,,,0.1,0.25,0.05,0.52,0.09,,,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,N.A.,N.A.,N.A.,N.A.,,,,,,1524.0,2041.0,201.0,727.0,4493.0,,0.1,0.38
1588,SD2003,,,,,,,,,0.02,0.07,0.03,0.051,0.13,0.25,0.04,0.52,0.05,0.78,0.35,0.22,0.65,0.82,0.39,0.18,0.61,,,,,0.82,0.34,0.18,0.66,,,,,,,,,0.19,,,,,1785.0,2181.0,418.0,892.0,5276.0,,0.11,0.35
1589,SD2004,,,,,,,,,0.01,,,,0.14,0.25,0.05,0.5,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.0,2355.0,303.0,970.0,5426.0,,0.11,0.36
1590,SD2005,0.13,0.19,0.07,0.51,0.1,,,,0.02,,,,0.14,0.24,0.05,0.49,0.08,0.8,0.36,0.2,0.64,0.82,0.35,0.18,0.65,,,,,0.86,0.41,0.14,0.59,0.79,0.35,0.21,0.65,,,,,0.17,,,,,1653.0,2224.0,108.0,889.0,4874.0,0.15,0.12,0.37
1591,SD2006,0.12,0.19,0.09,0.52,0.08,,,,0.01,,,,0.13,0.25,0.06,0.5,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.0,2479.0,325.0,1028.0,5469.0,0.18,0.12,0.43
1592,SD2007,0.13,0.22,0.07,0.49,0.09,,,,0.01,0.083,0.024,0.054,0.13,0.23,0.08,0.48,0.08,0.81,0.39,0.19,0.61,0.83,0.37,0.17,0.63,N.A.,N.A.,N.A.,N.A.,0.86,0.41,0.14,0.59,,,,,,,,,0.18,,,,,1778.0,2433.0,181.0,979.0,5371.0,0.16,0.12,0.43
1593,SD2008,0.13,0.21,0.08,0.52,0.07,,,,0.01,,,,0.14,0.24,0.05,0.5,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.0,2502.0,235.0,963.0,5416.0,0.18,,0.42
1594,SD2009,0.11,0.22,0.08,0.47,0.1,,,,0.02,,,,0.13,0.2,0.06,0.53,0.08,0.83,0.42,0.17,0.58,0.84,0.37,0.16,0.63,,,,,0.86,0.42,0.14,0.58,,,,,,,,,0.16,0.8,0.6,0.55,0.75,1543.0,2602.0,272.0,971.0,5388.0,0.18,,0.45
1595,SD2010,0.14,0.23,0.08,0.47,0.08,,,,0.03,,,,0.13,0.24,0.06,0.5,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.0,2444.0,309.0,1022.0,5517.0,0.18,,0.46
1596,SD2011,0.13,0.2,0.09,0.48,0.09,5,0.06,0.03,0.02,0.084,0.038,0.059,0.14,0.24,0.07,0.46,0.08,0.82,0.42,0.18,0.58,0.83,0.35,0.17,0.65,,,,,0.86,0.4,0.14,0.6,,,,,,,,,0.18,0.81,0.59,0.58,0.78,1837.0,2482.0,120.0,1216.0,5655.0,0.17,,0.49
1597,SD2012,0.14,0.22,0.09,0.47,0.08,,,,0.02,,,,0.13,0.22,0.07,0.5,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.0,2472.0,197.0,1217.0,5683.0,0.16,,0.47
1598,SD2013,0.14,0.23,0.09,0.47,0.07,3,0.05,0.03,0.01,,,,0.15,0.23,0.07,0.48,0.07,0.79,0.38,0.21,0.62,0.81,0.36,0.19,0.64,,,,,0.84,0.4,0.16,0.6,,,,,,,,,0.19,0.82,0.58,0.55,0.77,1826.0,2586.0,20.0,1267.0,5699.0,,,0.44
1599,SD2014,0.16,0.23,0.1,0.45,0.06,,,,0.01,,,,0.13,0.23,0.07,0.49,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811.0,2364.0,26.0,1206.0,5407.0,,,0.44
1600,SD2015,0.15,0.24,0.08,0.45,0.08,6,0.05,0.03,0.02,,,,0.14,0.24,0.07,0.47,0.08,0.77,0.34,0.23,0.66,0.8,0.34,0.2,0.66,,,,,0.83,0.4,0.17,0.6,,,,,,,,,0.18,0.8,0.55,0.57,0.72,1757.0,2310.0,9.0,1382.0,5458.0,,,0.46
1601,SD2016,0.14,0.23,0.09,0.44,0.1,,,,0.02,,,,0.13,0.26,0.09,0.43,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862.0,2356.0,18.0,1365.0,5601.0,,,0.48
1602,SD2017,0.13,0.23,0.11,0.46,0.06,4,0.05,0.03,0.02,,,,0.14,0.23,0.08,0.48,0.08,0.76,0.38,0.24,0.62,0.8,0.36,0.2,0.64,,,,,0.83,0.43,0.17,0.57,,,,,,,,,S,0.78,0.54,0.57,0.71,1943.0,2315.0,5.0,1483.0,5746.0,,,0.46
1603,SD2018,0.15,0.24,0.12,0.42,0.06,,,,0.01,,,,0.15,0.26,0.09,0.43,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857.0,2196.0,2.0,1049.0,5104.0,,,0.45
1604,SD2019,0.15,0.23,0.12,0.42,0.07,,,,0.02,,,,0.13,0.26,0.09,0.44,0.08,0.76,0.39,0.24,0.61,0.74,0.32,0.26,0.68,,,,,0.83,0.43,0.17,0.57,,,,,,,,,S,0.77,0.58,0.56,0.7,1774.0,2261.0,8.0,1623.0,5666.0,,,0.43
1605,SD2021,0.14,0.27,0.11,0.41,0.06,,,,0.02,,,,0.14,0.26,0.09,0.44,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.0,1730.0,55.0,1219.0,4316.0,,,0.44
1606,SD2022,0.17,0.25,0.12,0.4,0.06,,,,0.01,,,,0.16,0.28,0.09,0.41,0.07,0.72,0.32,0.28,0.68,0.73,0.31,0.27,0.69,,,,,0.8,0.4,0.2,0.6,,,,,,,,,S,0.86,0.61,0.64,0.72,1412.0,1828.0,12.0,1385.0,4515.0,,,0.42
1607,SD2023,0.15,0.26,0.12,0.4,0.07,,,,0.02,,,,0.13,0.27,0.09,0.43,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42
1608,SD2024,,,,,,,,,0.02,,,,0.13,0.3,0.11,0.42,0.05,0.71,0.33,0.29,0.67,0.7,0.29,0.3,0.71,,,,,0.79,0.42,0.21,0.58,,,,,,,,,S,0.85,0.64,0.65,0.76,,,,,,,,
1609,TN1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178.0,6265.0,1317.0,375.0,10135.0,,,
1610,TN1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345.0,6603.0,972.0,387.0,10307.0,,,
1611,TN1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.0,6716.0,727.0,480.0,10179.0,,,
1612,TN1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242.0,7363.0,1314.0,542.0,11461.0,,,
1613,TN1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2777.0,8355.0,549.0,445.0,12126.0,,,
1614,TN1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2814.0,9512.0,155.0,382.0,12863.0,,,
1615,TN1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596.0,9429.0,1209.0,374.0,14608.0,,,
1616,TN1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124.0,10536.0,152.0,328.0,15140.0,,,
1617,TN1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3634.0,10841.0,626.0,236.0,15337.0,,,
1618,TN1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3967.0,11243.0,80.0,230.0,15520.0,,,
1619,TN1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4185.0,10749.0,210.0,386.0,15530.0,,,
1620,TN1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4211.0,11098.0,383.0,231.0,15923.0,,,
1621,TN2000,,,,,,,,,0.01,,,,0.05,0.19,0.06,0.56,0.14,0.52,0.16,0.48,0.84,,,,,,,,,0.59,0.18,0.41,0.82,0.61,0.24,0.39,0.76,,,,,,,,,,4873.0,11018.0,351.0,657.0,16899.0,,0.19,0.33
1622,TN2001,,,,,,,,,0.02,,,,0.06,0.18,0.07,0.55,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5394.0,10876.0,298.0,664.0,17232.0,,0.18,0.32
1623,TN2002,,,,,,,,,0.02,,,,0.07,0.18,0.06,0.55,0.14,,,,,0.71,0.28,0.29,0.72,0.82,0.24,0.18,0.76,,,,,,,,,0.82,0.23,0.18,0.77,,,,,,6047.0,11177.0,185.0,883.0,18292.0,,0.17,0.36
1624,TN2003,,,,,,,,,0.01,0.073,0.058,0.066,0.07,0.19,0.06,0.56,0.12,0.59,0.21,0.41,0.79,0.69,0.26,0.31,0.74,,,,,0.7,0.24,0.3,0.76,,,,,,,,,0.25,,,,,5671.0,12169.0,124.0,1237.0,19201.0,,0.18,0.34
1625,TN2004,,,,,,,,,0.02,,,,0.07,0.17,0.07,0.54,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6080.0,11865.0,179.0,1189.0,19313.0,,0.17,0.34
1626,TN2005,0.07,0.15,0.08,0.55,0.15,,,,0.02,,,,0.07,0.18,0.07,0.56,0.13,0.61,0.21,0.39,0.79,0.71,0.26,0.29,0.74,,,,,0.74,0.28,0.26,0.72,0.67,0.26,0.33,0.74,,,,,0.21,,,,,6381.0,12118.0,54.0,1340.0,19893.0,0.29,0.19,0.34
1627,TN2006,0.06,0.15,0.07,0.56,0.15,,,,0.02,,,,0.06,0.17,0.06,0.57,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6935.0,11932.0,41.0,1437.0,20345.0,0.27,0.18,0.41
1628,TN2007,0.07,0.15,0.08,0.54,0.16,,,,0.02,0.05,0.047,0.048,0.07,0.17,0.06,0.56,0.14,0.64,0.23,0.36,0.77,0.71,0.26,0.29,0.74,0.9,0.3,0.1,0.7,0.76,0.29,0.24,0.71,,,,,,,,,0.21,,,,,6876.0,11908.0,104.0,1377.0,20265.0,0.25,0.17,0.4
1629,TN2008,0.07,0.15,0.08,0.56,0.13,,,,0.02,,,,0.06,0.18,0.07,0.56,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7188.0,11575.0,41.0,1486.0,20290.0,0.23,,0.42
1630,TN2009,0.07,0.16,0.08,0.55,0.14,,,,0.02,,,,0.06,0.2,0.07,0.55,0.12,0.65,0.25,0.35,0.75,0.73,0.28,0.27,0.72,,,,,0.74,0.28,0.26,0.72,,,,,,,,,0.19,0.83,0.61,0.6,0.79,6218.0,11531.0,780.0,1189.0,19718.0,0.2,,0.4
1631,TN2010,0.08,0.16,0.09,0.54,0.13,,,,0.02,,,,0.07,0.18,0.08,0.55,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5949.0,11982.0,783.0,1849.0,20563.0,0.19,,0.42
1632,TN2011,0.08,0.16,0.09,0.54,0.13,81,0.11,0.08,0.02,0.096,0.046,0.071,0.06,0.19,0.08,0.55,0.11,0.64,0.24,0.36,0.76,0.7,0.27,0.3,0.73,,,,,0.75,0.3,0.25,0.7,,,,,,,,,0.22,0.85,0.59,0.55,0.79,6847.0,12047.0,60.0,1990.0,20944.0,0.17,,0.43
1633,TN2012,0.07,0.17,0.09,0.53,0.12,,,,0.02,,,,0.07,0.2,0.08,0.53,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6787.0,11939.0,4.0,2088.0,20818.0,0.18,,0.45
1634,TN2013,0.08,0.17,0.1,0.53,0.12,43,0.08,0.07,0.01,,,,0.07,0.21,0.09,0.52,0.11,0.69,0.28,0.31,0.72,0.77,0.33,0.23,0.67,,,,,0.8,0.4,0.2,0.6,,,,,,,,,0.22,0.82,0.48,0.48,0.76,6979.0,11566.0,5.0,2249.0,20799.0,,,0.42
1635,TN2014,0.09,0.17,0.1,0.52,0.13,,,,0.02,,,,0.08,0.21,0.09,0.53,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7049.0,10348.0,64.0,2180.0,19641.0,,,0.43
1636,TN2015,0.08,0.17,0.11,0.52,0.12,78,0.09,0.07,0.02,,,,0.07,0.21,0.09,0.52,0.1,0.68,0.29,0.32,0.71,0.76,0.33,0.24,0.67,,,,,0.82,0.4,0.18,0.6,,,,,,,,,0.19,0.78,0.5,0.47,0.75,7308.0,10603.0,16.0,2329.0,20256.0,,,0.44
1637,TN2016,0.09,0.18,0.1,0.52,0.11,,,,0.02,,,,0.08,0.22,0.09,0.52,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7109.0,10703.0,35.0,3359.0,21206.0,,,0.44
1638,TN2017,0.08,0.19,0.11,0.51,0.11,91,0.08,0.06,0.03,,,,0.08,0.22,0.1,0.52,0.08,0.68,0.3,0.32,0.7,0.73,0.31,0.27,0.69,,,,,0.77,0.36,0.23,0.64,,,,,,,,,0.24,0.81,0.53,0.46,0.74,7333.0,9885.0,56.0,3462.0,20736.0,,,0.43
1639,TN2018,0.09,0.19,0.12,0.49,0.12,,,,0.02,,,,0.08,0.23,0.09,0.53,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7457.0,9861.0,38.0,2665.0,20021.0,,,0.44
1640,TN2019,0.09,0.19,0.13,0.48,0.11,,,,0.02,,,,0.08,0.24,0.1,0.51,0.08,0.68,0.31,0.32,0.69,0.73,0.32,0.27,0.68,,,,,0.79,0.4,0.21,0.6,,,,,,,,,0.26,0.82,0.57,0.49,0.72,7373.0,9144.0,49.0,3724.0,20290.0,,,0.44
1641,TN2021,0.08,0.2,0.13,0.48,0.1,,,,0.03,,,,0.08,0.25,0.1,0.51,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5263.0,7005.0,20.0,3459.0,15747.0,,,0.44
1642,TN2022,0.09,0.2,0.13,0.49,0.09,,,,0.03,,,,0.08,0.25,0.1,0.51,0.06,0.6,0.25,0.4,0.75,0.67,0.28,0.33,0.72,,,,,0.76,0.36,0.24,0.64,,,,,,,,,0.35,0.83,0.64,0.49,0.74,6378.0,6702.0,22.0,3839.0,16756.0,,,0.44
1643,TN2023,0.09,0.2,0.14,0.47,0.11,,,,0.04,,,,0.08,0.26,0.11,0.49,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44
