,LocYear,fam1: A,fam1: B,fam1: G,fam1: H,fam1: N,fam4,fam5,fam7,fam8,Data_x,Data_y,Data,fam15,fam16,fam18,fam19
1167,NH2009,0.12,0.25,0.13,0.45,0.06,0.25,0.02,0.08,0.04,,,,0.08,765.0,,
1168,NH2010,0.11,0.24,0.14,0.45,0.06,0.27,0.02,0.08,0.04,,,,0.07,722.0,0.2,
1169,NH2011,0.1,0.24,0.15,0.44,0.07,0.29,0.02,0.08,0.03,0.05,0.228,0.062,0.07,629.0,,
1170,NH2012,0.11,0.24,0.14,0.45,0.06,0.3,0.02,0.09,0.04,,,,0.09,629.0,,0.52
1171,NH2013,0.11,0.26,0.14,0.45,0.04,0.3,0.03,0.1,0.05,,,,0.07,560.0,,
1172,NH2014,0.1,0.25,0.16,0.42,0.05,0.31,0.03,0.09,0.04,,,,0.06,484.0,0.19,
1173,NH2015,0.11,0.27,0.17,0.41,0.04,0.3,0.02,0.1,0.04,,,,0.07,468.0,,
1174,NH2016,0.1,0.27,0.19,0.39,0.05,0.29,0.03,0.09,0.05,0.03,0.19,0.02,0.08,392.0,,0.57
1175,NH2017,0.12,0.27,0.16,0.39,0.06,0.29,0.03,0.1,0.05,0.03,0.17,0.02,0.07,353.0,,
1176,NH2018,0.1,0.27,0.17,0.4,0.05,0.3,0.03,0.09,0.05,0.05,0.16,0.03,0.07,334.0,0.37,
1177,NH2019,0.11,0.3,0.19,0.36,0.04,0.28,0.03,,0.05,0.07,0.18,0.02,0.08,275.0,,
1178,NH2020,,,,,,,,,,0.06,0.18,0.02,,272.0,,0.62
1179,NH2021,0.12,0.28,0.19,0.38,0.04,0.28,0.02,,0.04,0.04,0.17,0.02,0.06,225.0,,
1180,NH2022,0.09,0.28,0.21,0.37,0.05,0.29,0.03,,0.05,0.04,0.17,0.03,0.07,183.0,0.3,
1181,NH2023,0.08,0.26,0.22,0.4,0.04,0.27,0.02,,0.04,,,,0.06,186.0,,
1182,NH2024,,,,,,0.28,0.02,,,,,,0.07,,,0.57
1183,NJ1990,,,,,,,,,,,,,,10068.0,,
1184,NJ1991,,,,,,,,,,,,,,9901.0,,
1185,NJ1992,,,,,,,,,,,,,,9262.0,,
1186,NJ1993,,,,,,,,,,,,,,8999.0,,
1187,NJ1994,,,,,,,,,,,,,,9345.0,,
1188,NJ1995,,,,,,,,,,,,,,9151.0,,
1189,NJ1996,,,,,,,,,,,,,,8639.0,,
1190,NJ1997,,,,,,,,,,,,,,8643.0,,
1191,NJ1998,,,,,,,,,,,,,,8708.0,,
1192,NJ1999,,,,,,,,,,,,,,8282.0,,
1193,NJ2000,,,,,,0.25,,0.04,0.05,,,,0.24,8087.0,,0.36
1194,NJ2001,,,,,,0.26,,0.04,0.05,,,,0.24,7693.0,,
1195,NJ2002,,,,,,0.26,,0.05,0.05,,,,0.24,7352.0,0.14,
1196,NJ2003,,,,,,0.27,,0.05,0.04,,,0.17,0.23,7141.0,,
1197,NJ2004,,,,,,0.25,,0.05,0.05,,,,0.24,6927.0,,0.5
1198,NJ2005,0.07,0.24,0.14,0.43,0.12,0.28,0.03,0.05,0.05,,,,0.24,6874.0,,
1199,NJ2006,0.07,0.24,0.14,0.44,0.11,0.28,0.02,0.05,0.05,,,,0.25,7159.0,0.17,
1200,NJ2007,0.07,0.23,0.15,0.45,0.1,0.28,0.02,0.05,0.04,,,0.158,0.26,7255.0,,
1201,NJ2008,0.07,0.24,0.15,0.43,0.1,0.28,0.02,0.06,0.04,,,,0.26,7008.0,,0.53
1202,NJ2009,0.07,0.24,0.16,0.43,0.1,0.3,0.02,0.06,0.03,,,,0.27,6408.0,,
1203,NJ2010,0.07,0.24,0.16,0.43,0.1,0.29,0.02,0.06,0.03,,,,0.28,5793.0,0.17,
1204,NJ2011,0.07,0.24,0.15,0.43,0.1,0.31,0.02,0.06,0.03,0.03,0.16,0.14,0.28,5358.0,,
1205,NJ2012,0.06,0.24,0.17,0.42,0.1,0.3,0.02,0.06,0.03,,,,0.29,4772.0,,0.39
1206,NJ2013,0.06,0.25,0.17,0.41,0.1,0.31,0.03,0.07,0.03,,,,0.28,4188.0,,
1207,NJ2014,0.08,0.26,0.17,0.39,0.1,0.32,0.03,0.07,0.04,,,,0.28,3678.0,0.14,
1208,NJ2015,0.07,0.26,0.17,0.39,0.1,0.3,0.02,0.06,0.03,,,,0.29,3374.0,,
1209,NJ2016,0.07,0.25,0.19,0.39,0.1,0.31,0.03,0.07,0.03,0.04,0.15,0.08,0.3,3060.0,,0.41
1210,NJ2017,0.07,0.25,0.2,0.39,0.09,0.3,0.03,0.07,0.04,0.03,0.13,0.05,0.31,2837.0,,
1211,NJ2018,0.07,0.27,0.2,0.37,0.09,0.29,0.02,0.07,0.03,0.03,0.13,0.03,0.31,2814.0,0.32,
1212,NJ2019,0.06,0.27,0.2,0.37,0.09,0.3,0.02,,0.04,0.03,0.14,0.04,0.31,2697.0,,
1213,NJ2020,,,,,,,,,,0.03,0.13,0.04,,2450.0,,0.75
1214,NJ2021,0.07,0.27,0.22,0.35,0.09,0.28,0.02,,0.04,0.03,0.12,0.05,0.29,2253.0,,
1215,NJ2022,0.07,0.27,0.22,0.34,0.1,0.3,0.02,,0.03,0.03,0.12,0.06,0.3,2288.0,0.31,
1216,NJ2023,0.07,0.28,0.22,0.34,0.1,0.31,0.02,,0.04,,,,0.31,2153.0,,
1217,NJ2024,,,,,,0.31,0.02,,,,,,0.32,,,0.52
1218,NM1990,,,,,,,,,,,,,,4367.0,,
1219,NM1991,,,,,,,,,,,,,,4518.0,,
1220,NM1992,,,,,,,,,,,,,,4670.0,,
1221,NM1993,,,,,,,,,,,,,,4873.0,,
1222,NM1994,,,,,,,,,,,,,,4841.0,,
1223,NM1995,,,,,,,,,,,,,,4844.0,,
1224,NM1996,,,,,,,,,,,,,,4775.0,,
1225,NM1997,,,,,,,,,,,,,,4706.0,,
1226,NM1998,,,,,,,,,,,,,,4865.0,,
1227,NM1999,,,,,,,,,,,,,,4753.0,,
1228,NM2000,,,,,,0.33,,0.1,0.08,,,,0.31,4655.0,,0.24
1229,NM2001,,,,,,0.35,,0.06,0.07,,,,0.28,4529.0,,
1230,NM2002,,,,,,0.39,,0.07,0.07,,,,0.3,4513.0,0.16,
1231,NM2003,,,,,,0.37,,0.08,0.07,,,0.188,0.34,4524.0,,
1232,NM2004,,,,,,0.38,,0.08,0.07,,,,0.31,4401.0,,0.42
1233,NM2005,0.07,0.13,0.08,0.51,0.21,0.38,0.06,0.09,0.08,,,,0.3,4471.0,,
1234,NM2006,0.09,0.12,0.08,0.5,0.21,0.37,0.05,0.1,0.06,,,,0.33,4628.0,0.26,
1235,NM2007,0.09,0.13,0.08,0.5,0.21,0.39,0.05,0.09,0.08,,,0.173,0.31,4720.0,,
1236,NM2008,0.08,0.12,0.09,0.5,0.21,0.4,0.06,0.1,0.06,,,,0.29,4540.0,,0.46
1237,NM2009,0.08,0.12,0.08,0.51,0.21,0.41,0.06,0.1,0.05,,,,0.3,4438.0,,
1238,NM2010,0.08,0.12,0.08,0.52,0.2,0.42,0.06,0.11,0.05,,,,0.32,3872.0,0.14,
1239,NM2011,0.08,0.12,0.08,0.49,0.22,0.43,0.06,0.11,0.05,0.1,0.275,0.162,0.32,3452.0,,
1240,NM2012,0.11,0.13,0.09,0.49,0.17,0.44,0.06,0.1,0.05,,,,0.29,3275.0,,0.4
1241,NM2013,0.08,0.13,0.09,0.51,0.18,0.43,0.06,0.1,0.05,,,,0.31,2959.0,,
1242,NM2014,0.09,0.13,0.1,0.51,0.18,0.41,0.06,0.11,0.06,,,,0.33,2543.0,0.12,
1243,NM2015,0.09,0.13,0.1,0.5,0.18,0.41,0.06,0.1,0.06,,,,0.28,2320.0,,
1244,NM2016,0.1,0.13,0.1,0.49,0.18,0.42,0.06,0.11,0.06,0.13,0.26,0.09,0.3,2019.0,,0.41
1245,NM2017,0.1,0.14,0.11,0.49,0.16,0.45,0.07,0.12,0.07,0.14,0.27,0.09,0.28,1896.0,,
1246,NM2018,0.1,0.16,0.11,0.48,0.15,0.41,0.07,0.1,0.07,0.13,0.26,0.09,0.29,1724.0,0.28,
1247,NM2019,0.1,0.14,0.1,0.5,0.14,0.44,0.05,,0.07,0.12,0.26,0.07,0.28,1659.0,,
1248,NM2020,,,,,,,,,,0.12,0.29,0.07,,1485.0,,0.43
1249,NM2021,0.12,0.15,0.13,0.47,0.12,0.44,0.06,,0.06,0.11,0.27,0.08,0.23,1324.0,,
1250,NM2022,0.1,0.16,0.14,0.47,0.13,0.45,0.06,,0.07,0.09,0.24,0.08,0.24,1372.0,0.33,
1251,NM2023,0.11,0.15,0.13,0.44,0.16,0.45,0.05,,0.06,,,,0.27,1267.0,,
1252,NM2024,,,,,,0.44,0.06,,,,,,0.24,,,0.44
1253,NV1990,,,,,,,,,,,,,,2663.0,,
1254,NV1991,,,,,,,,,,,,,,2798.0,,
1255,NV1992,,,,,,,,,,,,,,2719.0,,
1256,NV1993,,,,,,,,,,,,,,2922.0,,
1257,NV1994,,,,,,,,,,,,,,3134.0,,
1258,NV1995,,,,,,,,,,,,,,3351.0,,
1259,NV1996,,,,,,,,,,,,,,3402.0,,
1260,NV1997,,,,,,,,,,,,,,3559.0,,
1261,NV1998,,,,,,,,,,,,,,3700.0,,
1262,NV1999,,,,,,,,,,,,,,3777.0,,
1263,NV2000,,,,,,0.33,,0.05,0.07,,,,0.23,3861.0,,0.31
1264,NV2001,,,,,,0.28,,0.06,0.08,,,,0.25,3677.0,,
1265,NV2002,,,,,,0.31,,0.07,0.07,,,,0.26,3663.0,0.2,
1266,NV2003,,,,,,0.32,,0.07,0.06,,,0.19,0.27,3723.0,,
1267,NV2004,,,,,,0.31,,0.07,0.06,,,,0.28,3794.0,,0.44
1268,NV2005,0.07,0.11,0.06,0.53,0.23,0.32,0.04,0.07,0.08,,,,0.29,3921.0,,
1269,NV2006,0.07,0.11,0.06,0.55,0.21,0.34,0.03,0.09,0.06,,,,0.3,4287.0,0.16,
1270,NV2007,0.07,0.12,0.06,0.54,0.21,0.33,0.04,0.09,0.07,,,0.173,0.31,4351.0,,
1271,NV2008,0.06,0.13,0.06,0.51,0.24,0.33,0.03,0.07,0.04,,,,0.32,4262.0,,0.44
1272,NV2009,0.08,0.13,0.07,0.51,0.21,0.35,0.04,0.09,0.05,,,,0.31,3879.0,,
1273,NV2010,0.07,0.13,0.07,0.51,0.22,0.36,0.04,0.09,0.05,,,,0.33,3421.0,0.25,
1274,NV2011,0.07,0.13,0.08,0.49,0.23,0.36,0.04,0.09,0.05,0.08,0.249,0.171,0.34,3073.0,,
1275,NV2012,0.08,0.12,0.06,0.54,0.2,0.39,0.03,0.08,0.05,,,,0.33,2863.0,,0.41
1276,NV2013,0.08,0.13,0.07,0.53,0.2,0.37,0.04,0.1,0.05,,,,0.33,2604.0,,
1277,NV2014,0.08,0.14,0.07,0.5,0.2,0.39,0.04,0.12,0.04,,,,0.33,2448.0,0.18,
1278,NV2015,0.08,0.13,0.08,0.51,0.19,0.39,0.04,0.1,0.05,,,,0.32,2369.0,,
1279,NV2016,0.09,0.14,0.09,0.51,0.18,0.38,0.04,0.11,0.06,0.11,0.25,0.08,0.34,2078.0,,0.43
1280,NV2017,0.09,0.14,0.09,0.51,0.17,0.37,0.03,0.11,0.06,0.12,0.23,0.06,0.32,1906.0,,
1281,NV2018,0.09,0.15,0.09,0.5,0.17,0.39,0.04,0.1,0.06,0.08,0.19,0.07,0.32,1800.0,0.32,
1282,NV2019,0.09,0.15,0.1,0.49,0.18,0.39,0.04,,0.05,0.06,0.17,0.09,0.33,1668.0,,
1283,NV2020,,,,,,,,,,0.07,0.18,0.08,,1506.0,,0.37
1284,NV2021,0.1,0.17,0.1,0.48,0.17,0.39,0.03,,0.06,0.09,0.2,0.08,0.25,1384.0,,
1285,NV2022,0.09,0.16,0.1,0.49,0.16,0.4,0.04,,0.05,0.07,0.19,0.08,0.28,1304.0,0.22,
1286,NV2023,0.09,0.18,0.1,0.47,0.16,0.4,0.04,,0.05,,,,0.28,1248.0,,
1287,NV2024,,,,,,0.39,0.03,,,,,,0.28,,,0.48
1288,NY1990,,,,,,,,,,,,,,26608.0,,
1289,NY1991,,,,,,,,,,,,,,26231.0,,
1290,NY1992,,,,,,,,,,,,,,25363.0,,
1291,NY1993,,,,,,,,,,,,,,25539.0,,
1292,NY1994,,,,,,,,,,,,,,25729.0,,
1293,NY1995,,,,,,,,,,,,,,24826.0,,
1294,NY1996,,,,,,,,,,,,,,23876.0,,
1295,NY1997,,,,,,,,,,,,,,22197.0,,
1296,NY1998,,,,,,,,,,,,,,22344.0,,
1297,NY1999,,,,,,,,,,,,,,21489.0,,
1298,NY2000,,,,,,0.34,,0.06,0.06,,,,0.26,20783.0,,0.34
1299,NY2001,,,,,,0.35,,0.06,0.06,,,,0.25,20012.0,,
1300,NY2002,,,,,,0.34,,0.05,0.06,,,,0.25,18394.0,0.18,
1301,NY2003,,,,,,0.35,,0.06,0.05,,,0.213,0.27,17624.0,,
1302,NY2004,,,,,,0.34,,0.06,0.06,,,,0.26,17051.0,,0.46
1303,NY2005,0.1,0.17,0.13,0.44,0.16,0.34,0.03,0.06,0.06,,,,0.26,17068.0,,
1304,NY2006,0.1,0.17,0.13,0.45,0.15,0.34,0.03,0.06,0.06,,,,0.27,17442.0,0.17,
1305,NY2007,0.1,0.18,0.13,0.44,0.15,0.34,0.03,0.06,0.05,,,0.196,0.27,17621.0,,
1306,NY2008,0.1,0.18,0.14,0.43,0.16,0.34,0.03,0.06,0.04,,,,0.28,17289.0,,0.45
1307,NY2009,0.1,0.18,0.14,0.42,0.15,0.35,0.03,0.07,0.04,,,,0.28,16306.0,,
1308,NY2010,0.1,0.18,0.14,0.42,0.16,0.35,0.03,0.07,0.04,,,,0.29,15126.0,0.22,
1309,NY2011,0.1,0.18,0.14,0.42,0.15,0.36,0.03,0.07,0.04,0.04,0.168,0.201,0.29,13718.0,,
1310,NY2012,0.1,0.18,0.15,0.41,0.16,0.36,0.03,0.07,0.04,,,,0.3,12592.0,,0.4
1311,NY2013,0.1,0.18,0.15,0.41,0.15,0.36,0.03,0.07,0.04,,,,0.3,11128.0,,
1312,NY2014,0.1,0.19,0.16,0.39,0.15,0.36,0.03,0.07,0.05,,,,0.3,9954.0,0.15,
1313,NY2015,0.1,0.19,0.16,0.4,0.15,0.36,0.03,0.07,0.05,,,,0.3,8961.0,,
1314,NY2016,0.1,0.19,0.17,0.39,0.15,0.35,0.03,0.07,0.05,0.03,0.16,0.09,0.31,8003.0,,0.38
1315,NY2017,0.1,0.19,0.18,0.39,0.14,0.35,0.03,0.07,0.05,0.02,0.15,0.07,0.3,7480.0,,
1316,NY2018,0.09,0.2,0.18,0.39,0.13,0.35,0.03,0.07,0.05,0.02,0.14,0.06,0.3,6847.0,0.33,
1317,NY2019,0.1,0.2,0.18,0.38,0.13,0.35,0.03,,0.05,0.03,0.15,0.08,0.31,6606.0,,
1318,NY2020,,,,,,,,,,0.03,0.14,0.1,,5681.0,,0.48
1319,NY2021,0.09,0.21,0.2,0.36,0.12,0.34,0.03,,0.05,0.03,0.13,0.09,0.29,5373.0,,
1320,NY2022,0.09,0.21,0.2,0.37,0.13,0.35,0.03,,0.05,0.02,0.14,0.07,0.3,5031.0,0.23,
1321,NY2023,0.09,0.21,0.2,0.36,0.13,0.35,0.03,,0.06,,,,0.31,5000.0,,
1322,NY2024,,,,,,0.34,0.03,,,,,,0.31,,,0.41
1323,OH1990,,,,,,,,,,,,,,22690.0,,
1324,OH1991,,,,,,,,,,,,,,22721.0,,
1325,OH1992,,,,,,,,,,,,,,21539.0,,
1326,OH1993,,,,,,,,,,,,,,21173.0,,
1327,OH1994,,,,,,,,,,,,,,20823.0,,
1328,OH1995,,,,,,,,,,,,,,20631.0,,
1329,OH1996,,,,,,,,,,,,,,19851.0,,
1330,OH1997,,,,,,,,,,,,,,19894.0,,
1331,OH1998,,,,,,,,,,,,,,19564.0,,
1332,OH1999,,,,,,,,,,,,,,18710.0,,
1333,OH2000,,,,,,0.31,,0.06,0.06,,,,0.06,18455.0,,0.38
1334,OH2001,,,,,,0.32,,0.06,0.06,,,,0.05,17034.0,,
1335,OH2002,,,,,,0.33,,0.07,0.05,,,,0.06,15698.0,0.19,
1336,OH2003,,,,,,0.32,,0.07,0.05,,,0.12,0.05,15559.0,,
1337,OH2004,,,,,,0.33,,0.06,0.05,,,,0.06,15291.0,,0.55
1338,OH2005,0.08,0.16,0.09,0.55,0.12,0.32,0.03,0.06,0.05,,,,0.06,15490.0,,
1339,OH2006,0.09,0.16,0.09,0.54,0.11,0.33,0.03,0.07,0.06,,,,0.06,15872.0,0.29,
1340,OH2007,0.09,0.17,0.1,0.53,0.1,0.33,0.03,0.07,0.06,,,0.129,0.06,16362.0,,
1341,OH2008,0.09,0.18,0.1,0.53,0.1,0.34,0.03,0.07,0.05,,,,0.06,16204.0,,0.57
1342,OH2009,0.09,0.17,0.1,0.52,0.11,0.35,0.03,0.08,0.04,,,,0.07,15445.0,,
1343,OH2010,0.1,0.18,0.1,0.52,0.11,0.36,0.04,0.08,0.05,,,,0.07,13752.0,0.21,
1344,OH2011,0.1,0.18,0.11,0.51,0.1,0.37,0.04,0.08,0.05,0.1,0.252,0.117,0.07,12338.0,,
1345,OH2012,0.1,0.18,0.11,0.51,0.1,0.37,0.04,0.08,0.05,,,,0.07,11437.0,,0.46
1346,OH2013,0.1,0.19,0.12,0.49,0.1,0.37,0.04,0.09,0.05,,,,0.07,10352.0,,
1347,OH2014,0.11,0.19,0.12,0.48,0.1,0.38,0.04,0.1,0.05,,,,0.07,9473.0,0.13,
1348,OH2015,0.1,0.2,0.12,0.48,0.09,0.36,0.04,0.09,0.05,,,,0.07,8755.0,,
1349,OH2016,0.11,0.19,0.13,0.48,0.09,0.37,0.04,0.1,0.06,0.11,0.25,0.06,0.07,8151.0,,0.4
1350,OH2017,0.1,0.19,0.13,0.48,0.09,0.37,0.04,0.09,0.06,0.1,0.23,0.04,0.08,7788.0,,
1351,OH2018,0.1,0.2,0.14,0.47,0.09,0.38,0.04,0.1,0.06,0.1,0.22,0.05,0.08,7044.0,0.22,
1352,OH2019,0.1,0.2,0.14,0.47,0.09,0.37,0.04,,0.06,0.1,0.2,0.06,0.08,6926.0,,
1353,OH2020,,,,,,,,,,0.09,0.19,0.05,,6404.0,,0.53
1354,OH2021,0.1,0.21,0.15,0.45,0.09,0.36,0.04,,0.06,0.08,0.18,0.05,0.08,5790.0,,
1355,OH2022,0.1,0.22,0.16,0.43,0.09,0.36,0.04,,0.05,0.07,0.18,0.05,0.08,5621.0,0.19,
1356,OH2023,0.1,0.22,0.15,0.43,0.09,0.36,0.04,,0.06,,,,0.08,5478.0,,
1357,OH2024,,,,,,0.35,0.04,,,,,,0.09,,,0.41
1358,OK1990,,,,,,,,,,,,,,7590.0,,
1359,OK1991,,,,,,,,,,,,,,8040.0,,
1360,OK1992,,,,,,,,,,,,,,7858.0,,
1361,OK1993,,,,,,,,,,,,,,7807.0,,
1362,OK1994,,,,,,,,,,,,,,7670.0,,
1363,OK1995,,,,,,,,,,,,,,7639.0,,
1364,OK1996,,,,,,,,,,,,,,7780.0,,
1365,OK1997,,,,,,,,,,,,,,8058.0,,
1366,OK1998,,,,,,,,,,,,,,7954.0,,
1367,OK1999,,,,,,,,,,,,,,7850.0,,
1368,OK2000,,,,,,0.3,,0.05,0.07,,,,0.08,7780.0,,0.36
1369,OK2001,,,,,,0.31,,0.05,0.07,,,,0.08,7476.0,,
1370,OK2002,,,,,,0.32,,0.05,0.07,,,,0.09,7358.0,0.24,
1371,OK2003,,,,,,0.29,,0.05,0.07,,,0.136,0.08,6989.0,,
1372,OK2004,,,,,,0.34,,0.05,0.06,,,,0.08,6859.0,,0.43
1373,OK2005,0.08,0.16,0.07,0.55,0.14,0.32,0.05,0.05,0.07,,,,0.08,6685.0,,
1374,OK2006,0.07,0.16,0.07,0.55,0.14,0.34,0.05,0.06,0.08,,,,0.09,7227.0,0.21,
1375,OK2007,0.07,0.16,0.06,0.55,0.14,0.33,0.05,0.06,0.07,,,0.128,0.09,7543.0,,
1376,OK2008,0.08,0.16,0.07,0.55,0.14,0.33,0.06,0.06,0.07,,,,0.09,7494.0,,0.42
1377,OK2009,0.08,0.16,0.06,0.55,0.14,0.35,0.05,0.06,0.06,,,,0.1,7451.0,,
1378,OK2010,0.08,0.16,0.07,0.55,0.14,0.35,0.05,0.07,0.06,,,,0.1,6496.0,0.19,
1379,OK2011,0.08,0.17,0.08,0.54,0.13,0.36,0.05,0.07,0.06,0.1,0.325,0.115,0.11,6025.0,,
1380,OK2012,0.09,0.16,0.08,0.54,0.13,0.35,0.05,0.08,0.06,,,,0.12,5844.0,,0.27
1381,OK2013,0.09,0.17,0.08,0.52,0.14,0.36,0.05,0.07,0.06,,,,0.12,5310.0,,
1382,OK2014,0.09,0.18,0.07,0.53,0.13,0.36,0.05,0.08,0.07,,,,0.12,4802.0,0.12,
1383,OK2015,0.09,0.17,0.08,0.53,0.13,0.35,0.06,0.08,0.07,,,,0.12,4391.0,,
1384,OK2016,0.1,0.18,0.08,0.5,0.15,0.35,0.06,0.08,0.07,0.15,0.28,0.07,0.12,4250.0,,0.34
1385,OK2017,0.09,0.18,0.08,0.52,0.12,0.36,0.05,0.08,0.06,0.15,0.28,0.06,0.12,3793.0,,
1386,OK2018,0.09,0.18,0.09,0.52,0.12,0.36,0.05,0.08,0.06,0.11,0.25,0.06,0.13,3492.0,0.23,
1387,OK2019,0.1,0.18,0.09,0.51,0.12,0.35,0.05,,0.07,0.1,0.21,0.06,0.13,3520.0,,
1388,OK2020,,,,,,,,,,0.1,0.21,0.05,,3218.0,,0.31
1389,OK2021,0.09,0.18,0.11,0.49,0.12,0.35,0.04,,0.06,0.1,0.24,0.05,0.12,3189.0,,
1390,OK2022,0.1,0.2,0.11,0.48,0.11,0.34,0.05,,0.06,0.1,0.23,0.04,0.12,2856.0,0.21,
1391,OK2023,0.1,0.19,0.11,0.49,0.11,0.34,0.04,,0.06,,,,0.12,2855.0,,
1392,OK2024,,,,,,0.34,0.04,,,,,,0.13,,,0.34
1393,OR1990,,,,,,,,,,,,,,5084.0,,
1394,OR1991,,,,,,,,,,,,,,5140.0,,
1395,OR1992,,,,,,,,,,,,,,5125.0,,
1396,OR1993,,,,,,,,,,,,,,5092.0,,
1397,OR1994,,,,,,,,,,,,,,5240.0,,
1398,OR1995,,,,,,,,,,,,,,5448.0,,
1399,OR1996,,,,,,,,,,,,,,5681.0,,
1400,OR1997,,,,,,,,,,,,,,5356.0,,
1401,OR1998,,,,,,,,,,,,,,5571.0,,
1402,OR1999,,,,,,,,,,,,,,5492.0,,
1403,OR2000,,,,,,0.32,,0.06,0.06,,,,0.13,5094.0,,0.41
1404,OR2001,,,,,,0.29,,0.07,0.06,,,,0.13,4820.0,,
1405,OR2002,,,,,,0.28,,0.07,0.05,,,,0.13,4411.0,0.25,
1406,OR2003,,,,,,0.28,,0.07,0.05,,,0.111,0.14,4117.0,,
1407,OR2004,,,,,,0.29,,0.07,0.06,,,,0.13,3999.0,,0.5
1408,OR2005,0.08,0.18,0.09,0.51,0.14,0.29,0.03,0.07,0.06,,,,0.17,4001.0,,
1409,OR2006,0.08,0.18,0.09,0.51,0.14,0.29,0.03,0.07,0.06,,,,0.18,4285.0,0.29,
1410,OR2007,0.09,0.17,0.1,0.49,0.14,0.29,0.02,0.08,0.06,,,0.113,0.19,4343.0,,
1411,OR2008,0.09,0.18,0.11,0.49,0.13,0.3,0.03,0.08,0.05,,,,0.18,4476.0,,0.53
1412,OR2009,0.09,0.18,0.1,0.49,0.14,0.31,0.03,0.07,0.04,,,,0.2,4063.0,,
1413,OR2010,0.09,0.18,0.1,0.48,0.15,0.32,0.03,0.08,0.04,,,,0.19,3496.0,0.33,
1414,OR2011,0.09,0.17,0.12,0.47,0.15,0.32,0.03,0.09,0.05,0.08,0.262,0.11,0.21,3134.0,,
1415,OR2012,0.09,0.19,0.12,0.47,0.13,0.33,0.03,0.1,0.05,,,,0.2,2851.0,,0.51
1416,OR2013,0.1,0.19,0.12,0.46,0.13,0.31,0.03,0.09,0.05,,,,0.21,2594.0,,
1417,OR2014,0.09,0.19,0.13,0.46,0.12,0.33,0.03,0.1,0.05,,,,0.21,2390.0,0.25,
1418,OR2015,0.1,0.2,0.13,0.45,0.13,0.31,0.03,0.09,0.05,,,,0.2,2284.0,,
1419,OR2016,0.09,0.2,0.14,0.45,0.12,0.31,0.03,0.09,0.05,0.07,0.23,0.05,0.2,2004.0,,0.49
1420,OR2017,0.09,0.21,0.15,0.43,0.12,0.3,0.03,0.08,0.05,0.07,0.24,0.05,0.21,1809.0,,
1421,OR2018,0.09,0.22,0.15,0.41,0.13,0.3,0.03,0.1,0.05,0.07,0.21,0.06,0.22,1598.0,0.39,
1422,OR2019,0.1,0.21,0.16,0.42,0.11,0.3,0.02,,0.05,0.06,0.19,0.05,0.19,1451.0,,
1423,OR2020,,,,,,,,,,0.05,0.18,0.05,,1210.0,,0.56
1424,OR2021,0.1,0.22,0.16,0.41,0.1,0.31,0.02,,0.06,0.06,0.19,0.06,0.18,1159.0,,
1425,OR2022,0.09,0.23,0.16,0.42,0.1,0.3,0.02,,0.05,0.06,0.2,0.06,0.19,1230.0,0.45,
1426,OR2023,0.1,0.25,0.16,0.39,0.1,0.34,0.02,,0.04,,,,0.17,1172.0,,
1427,OR2024,,,,,,0.3,0.02,,,,,,0.18,,,0.46
1428,PA1990,,,,,,,,,,,,,,18216.0,,
1429,PA1991,,,,,,,,,,,,,,17854.0,,
1430,PA1992,,,,,,,,,,,,,,16835.0,,
1431,PA1993,,,,,,,,,,,,,,16508.0,,
1432,PA1994,,,,,,,,,,,,,,16476.0,,
1433,PA1995,,,,,,,,,,,,,,15979.0,,
1434,PA1996,,,,,,,,,,,,,,15330.0,,
1435,PA1997,,,,,,,,,,,,,,14691.0,,
1436,PA1998,,,,,,,,,,,,,,14849.0,,
1437,PA1999,,,,,,,,,,,,,,14604.0,,
1438,PA2000,,,,,,0.29,,0.05,0.06,,,,0.08,14177.0,,0.32
1439,PA2001,,,,,,0.29,,0.06,0.05,,,,0.09,13567.0,,
1440,PA2002,,,,,,0.3,,0.06,0.06,,,,0.08,12961.0,0.17,
1441,PA2003,,,,,,0.3,,0.07,0.05,,,0.138,0.08,12925.0,,
1442,PA2004,,,,,,0.3,,0.06,0.05,,,,0.09,12791.0,,0.43
1443,PA2005,0.08,0.18,0.11,0.52,0.11,0.31,0.03,0.06,0.05,,,,0.1,12910.0,,
1444,PA2006,0.09,0.19,0.11,0.51,0.11,0.31,0.03,0.07,0.06,,,,0.1,13599.0,0.22,
1445,PA2007,0.09,0.19,0.11,0.49,0.11,0.31,0.03,0.07,0.05,,,0.117,0.1,13841.0,,
1446,PA2008,0.09,0.19,0.11,0.5,0.11,0.32,0.03,0.07,0.04,,,,0.11,13724.0,,0.52
1447,PA2009,0.08,0.19,0.12,0.5,0.1,0.32,0.03,0.08,0.05,,,,0.11,12850.0,,
1448,PA2010,0.1,0.19,0.12,0.49,0.1,0.34,0.03,0.08,0.04,,,,0.11,11959.0,0.16,
1449,PA2011,0.1,0.19,0.12,0.48,0.11,0.34,0.03,0.08,0.04,0.07,0.235,0.126,0.11,10816.0,,
1450,PA2012,0.09,0.19,0.13,0.48,0.1,0.35,0.04,0.08,0.05,,,,0.12,10049.0,,0.42
1451,PA2013,0.1,0.21,0.14,0.45,0.1,0.35,0.04,0.08,0.05,,,,0.12,8657.0,,
1452,PA2014,0.1,0.2,0.14,0.46,0.1,0.35,0.04,0.09,0.05,,,,0.11,7892.0,0.11,
