,LocYear,fam1: A,fam1: B,fam1: G,fam1: H,fam1: N,fam4,fam5,fam7,fam8,Data_x,Data_y,Data,fam15,fam16,fam18,fam19
579,ID2016,0.1,0.24,0.11,0.44,0.11,0.26,0.02,0.08,0.03,0.08,0.21,0.02,0.13,1171.0,,0.44
580,ID2017,0.11,0.23,0.11,0.46,0.08,0.24,0.02,0.07,0.04,0.08,0.19,0.01,0.11,1106.0,,
581,ID2018,0.12,0.22,0.1,0.45,0.1,0.25,0.03,0.07,0.05,0.11,0.2,0.02,0.12,972.0,0.21,
582,ID2019,0.11,0.23,0.11,0.46,0.09,0.25,0.03,,0.05,0.09,0.18,0.03,0.11,917.0,,
583,ID2020,,,,,,,,,,0.08,0.18,0.03,,909.0,,0.54
584,ID2021,0.12,0.23,0.13,0.44,0.08,0.24,0.02,,0.04,0.09,0.19,0.03,0.12,787.0,,
585,ID2022,0.1,0.27,0.13,0.43,0.07,0.23,0.03,,0.04,0.08,0.19,0.03,0.11,807.0,0.23,
586,ID2023,0.09,0.26,0.14,0.44,0.07,0.24,0.02,,0.03,,,,0.12,800.0,,
587,ID2024,,,,,,0.24,0.02,,,,,,0.12,,,0.48
588,IL1990,,,,,,,,,,,,,,24967.0,,
589,IL1991,,,,,,,,,,,,,,24662.0,,
590,IL1992,,,,,,,,,,,,,,23981.0,,
591,IL1993,,,,,,,,,,,,,,23776.0,,
592,IL1994,,,,,,,,,,,,,,24031.0,,
593,IL1995,,,,,,,,,,,,,,23467.0,,
594,IL1996,,,,,,,,,,,,,,22831.0,,
595,IL1997,,,,,,,,,,,,,,22201.0,,
596,IL1998,,,,,,,,,,,,,,22180.0,,
597,IL1999,,,,,,,,,,,,,,21417.0,,
598,IL2000,,,,,,0.31,,0.05,0.06,,,,0.19,20714.0,,0.4
599,IL2001,,,,,,0.3,,0.05,0.06,,,,0.2,19758.0,,
600,IL2002,,,,,,0.29,,0.05,0.05,,,,0.19,18217.0,0.2,
601,IL2003,,,,,,0.29,,0.06,0.05,,,0.187,0.2,17405.0,,
602,IL2004,,,,,,0.28,,0.05,0.05,,,,0.21,17520.0,,0.41
603,IL2005,0.08,0.19,0.11,0.47,0.15,0.3,0.04,0.05,0.05,,,,0.21,17041.0,,
604,IL2006,0.08,0.19,0.11,0.47,0.15,0.31,0.03,0.06,0.05,,,,0.22,17752.0,0.21,
605,IL2007,0.08,0.19,0.12,0.46,0.15,0.31,0.03,0.06,0.05,,,0.169,0.23,18089.0,,
606,IL2008,0.08,0.2,0.12,0.45,0.15,0.31,0.03,0.07,0.04,,,,0.23,17410.0,,0.5
607,IL2009,0.08,0.19,0.12,0.46,0.14,0.33,0.04,0.07,0.04,,,,0.23,16196.0,,
608,IL2010,0.08,0.19,0.12,0.46,0.14,0.33,0.04,0.07,0.04,,,,0.24,14798.0,0.21,
609,IL2011,0.08,0.2,0.12,0.45,0.14,0.34,0.03,0.07,0.04,0.06,0.182,0.149,0.25,13026.0,,
610,IL2012,0.08,0.21,0.13,0.44,0.14,0.34,0.04,0.08,0.04,,,,0.24,12098.0,,0.35
611,IL2013,0.09,0.21,0.14,0.43,0.13,0.34,0.04,0.07,0.04,,,,0.24,10525.0,,
612,IL2014,0.08,0.21,0.14,0.43,0.13,0.34,0.03,0.08,0.04,,,,0.24,9591.0,0.15,
613,IL2015,0.09,0.21,0.14,0.43,0.12,0.34,0.03,0.08,0.04,,,,0.24,8764.0,,
614,IL2016,0.09,0.22,0.15,0.42,0.11,0.34,0.03,0.08,0.04,0.06,0.18,0.06,0.24,7729.0,,0.47
615,IL2017,0.09,0.22,0.15,0.43,0.11,0.34,0.03,0.07,0.04,0.07,0.17,0.05,0.25,7103.0,,
616,IL2018,0.09,0.22,0.16,0.42,0.11,0.34,0.03,0.08,0.04,0.09,0.16,0.03,0.25,6399.0,0.31,
617,IL2019,0.09,0.23,0.16,0.41,0.1,0.34,0.03,,0.04,0.06,0.14,0.03,0.24,5883.0,,
618,IL2020,,,,,,,,,,0.05,0.14,0.03,,5379.0,,0.55
619,IL2021,0.08,0.24,0.18,0.39,0.1,0.33,0.02,,0.04,0.05,0.16,0.05,0.24,4507.0,,
620,IL2022,0.09,0.24,0.18,0.39,0.09,0.34,0.03,,0.04,0.05,0.16,0.06,0.23,4495.0,0.25,
621,IL2023,0.08,0.24,0.19,0.4,0.09,0.35,0.03,,0.04,,,,0.24,4324.0,,
622,IL2024,,,,,,0.34,0.03,,,,,,0.23,,,0.5
623,IN1990,,,,,,,,,,,,,,12335.0,,
624,IN1991,,,,,,,,,,,,,,12148.0,,
625,IN1992,,,,,,,,,,,,,,11668.0,,
626,IN1993,,,,,,,,,,,,,,11690.0,,
627,IN1994,,,,,,,,,,,,,,11739.0,,
628,IN1995,,,,,,,,,,,,,,11933.0,,
629,IN1996,,,,,,,,,,,,,,11875.0,,
630,IN1997,,,,,,,,,,,,,,11577.0,,
631,IN1998,,,,,,,,,,,,,,11570.0,,
632,IN1999,,,,,,,,,,,,,,11189.0,,
633,IN2000,,,,,,0.29,,0.06,0.05,,,,0.09,10846.0,,0.33
634,IN2001,,,,,,0.29,,0.06,0.05,,,,0.07,10109.0,,
635,IN2002,,,,,,0.31,,0.07,0.05,,,,0.09,9594.0,0.15,
636,IN2003,,,,,,0.29,,0.06,0.05,,,0.127,0.08,9378.0,,
637,IN2004,,,,,,0.28,,0.06,0.06,,,,0.11,9478.0,,0.41
638,IN2005,0.09,0.16,0.07,0.54,0.14,0.3,0.03,0.07,0.06,,,,0.08,9508.0,,
639,IN2006,0.09,0.16,0.08,0.54,0.13,0.32,0.03,0.08,0.06,,,,0.08,9549.0,0.2,
640,IN2007,0.09,0.17,0.07,0.54,0.12,0.32,0.03,0.08,0.06,,,0.143,0.08,9948.0,,
641,IN2008,0.09,0.18,0.08,0.51,0.14,0.33,0.04,0.08,0.05,,,,0.08,9607.0,,0.43
642,IN2009,0.09,0.17,0.08,0.53,0.13,0.32,0.04,0.08,0.05,,,,0.08,9527.0,,
643,IN2010,0.09,0.16,0.08,0.54,0.13,0.35,0.04,0.09,0.05,,,,0.1,8665.0,0.1,
644,IN2011,0.1,0.17,0.09,0.51,0.13,0.35,0.04,0.09,0.05,0.11,0.262,0.115,0.1,7917.0,,
645,IN2012,0.1,0.17,0.09,0.51,0.13,0.34,0.04,0.08,0.05,,,,0.1,7370.0,,0.36
646,IN2013,0.11,0.18,0.09,0.5,0.12,0.35,0.04,0.08,0.05,,,,0.1,6742.0,,
647,IN2014,0.11,0.19,0.09,0.49,0.12,0.36,0.04,0.09,0.06,,,,0.09,6223.0,0.18,
648,IN2015,0.11,0.2,0.09,0.48,0.12,0.35,0.04,0.09,0.05,,,,0.1,5813.0,,
649,IN2016,0.11,0.19,0.1,0.47,0.12,0.35,0.04,0.09,0.06,0.1,0.22,0.04,0.1,5255.0,,0.43
650,IN2017,0.11,0.21,0.1,0.46,0.12,0.34,0.04,0.09,0.06,0.1,0.2,0.04,0.11,5091.0,,
651,IN2018,0.1,0.2,0.11,0.47,0.11,0.35,0.04,0.09,0.06,0.1,0.21,0.05,0.1,4840.0,0.31,
652,IN2019,0.1,0.21,0.11,0.47,0.11,0.35,0.04,,0.07,0.1,0.21,0.04,0.11,4641.0,,
653,IN2020,,,,,,,,,,0.1,0.21,0.04,,4127.0,,0.39
654,IN2021,0.1,0.21,0.13,0.45,0.1,0.33,0.03,,0.05,0.09,0.2,0.04,0.11,3843.0,,
655,IN2022,0.11,0.22,0.13,0.44,0.1,0.32,0.03,,0.05,0.08,0.2,0.03,0.12,3741.0,0.16,
656,IN2023,0.11,0.23,0.12,0.44,0.1,0.33,0.04,,0.06,,,,0.11,3605.0,,
657,IN2024,,,,,,0.34,0.04,,,,,,0.12,,,0.48
658,KS1990,,,,,,,,,,,,,,4722.0,,
659,KS1991,,,,,,,,,,,,,,4534.0,,
660,KS1992,,,,,,,,,,,,,,4640.0,,
661,KS1993,,,,,,,,,,,,,,4767.0,,
662,KS1994,,,,,,,,,,,,,,4741.0,,
663,KS1995,,,,,,,,,,,,,,4801.0,,
664,KS1996,,,,,,,,,,,,,,4714.0,,
665,KS1997,,,,,,,,,,,,,,4758.0,,
666,KS1998,,,,,,,,,,,,,,4805.0,,
667,KS1999,,,,,,,,,,,,,,4920.0,,
668,KS2000,,,,,,0.27,,0.05,0.05,,,,0.06,4706.0,,0.36
669,KS2001,,,,,,0.25,,0.05,0.04,,,,0.09,4472.0,,
670,KS2002,,,,,,0.26,,0.04,0.05,,,,0.08,4321.0,0.22,
671,KS2003,,,,,,0.27,,0.04,0.05,,,0.105,0.07,4100.0,,
672,KS2004,,,,,,0.24,,0.04,0.05,,,,0.09,4013.0,,0.41
673,KS2005,0.09,0.2,0.1,0.49,0.12,0.27,0.02,0.05,0.05,,,,0.11,4055.0,,
674,KS2006,0.08,0.21,0.1,0.5,0.1,0.28,0.03,0.06,0.06,,,,0.11,4109.0,0.16,
675,KS2007,0.08,0.21,0.1,0.5,0.1,0.27,0.02,0.06,0.06,,,0.098,0.11,4271.0,,
676,KS2008,0.08,0.23,0.1,0.47,0.11,0.28,0.03,0.06,0.04,,,,0.12,4403.0,,0.43
677,KS2009,0.08,0.21,0.11,0.48,0.12,0.3,0.03,0.08,0.04,,,,0.12,4233.0,,
678,KS2010,0.09,0.23,0.11,0.46,0.12,0.31,0.03,0.07,0.05,,,,0.13,3865.0,0.12,
679,KS2011,0.09,0.22,0.11,0.47,0.11,0.31,0.03,0.07,0.04,0.06,0.231,0.092,0.14,3493.0,,
680,KS2012,0.09,0.21,0.11,0.46,0.12,0.31,0.03,0.07,0.04,,,,0.14,3306.0,,0.34
681,KS2013,0.1,0.23,0.11,0.44,0.12,0.3,0.03,0.07,0.04,,,,0.13,2869.0,,
682,KS2014,0.1,0.23,0.13,0.44,0.11,0.31,0.04,0.09,0.05,,,,0.13,2674.0,0.14,
683,KS2015,0.1,0.22,0.13,0.43,0.11,0.3,0.03,0.07,0.04,,,,0.14,2479.0,,
684,KS2016,0.11,0.23,0.13,0.43,0.1,0.31,0.03,0.08,0.04,0.09,0.22,0.04,0.15,2125.0,,0.36
685,KS2017,0.11,0.22,0.14,0.42,0.1,0.29,0.03,0.08,0.05,0.09,0.21,S,0.14,2057.0,,
686,KS2018,0.11,0.24,0.14,0.4,0.12,0.29,0.03,0.08,0.05,0.1,0.19,0.04,0.14,1933.0,0.38,
687,KS2019,0.11,0.23,0.15,0.41,0.1,0.3,0.03,,0.05,0.08,0.19,0.04,0.14,1857.0,,
688,KS2020,,,,,,,,,,0.07,0.2,0.03,,1749.0,,0.53
689,KS2021,0.09,0.23,0.17,0.41,0.09,0.3,0.03,,0.05,0.07,0.21,0.03,0.13,1614.0,,
690,KS2022,0.1,0.23,0.16,0.41,0.09,0.29,0.03,,0.04,0.06,0.2,0.03,0.12,1615.0,0.29,
691,KS2023,0.11,0.24,0.16,0.39,0.09,0.29,0.02,,0.04,,,,0.13,1536.0,,
692,KS2024,,,,,,0.28,0.03,,,,,,0.13,,,0.51
693,KY1990,,,,,,,,,,,,,,9349.0,,
694,KY1991,,,,,,,,,,,,,,9253.0,,
695,KY1992,,,,,,,,,,,,,,8710.0,,
696,KY1993,,,,,,,,,,,,,,8692.0,,
697,KY1994,,,,,,,,,,,,,,8919.0,,
698,KY1995,,,,,,,,,,,,,,8819.0,,
699,KY1996,,,,,,,,,,,,,,8786.0,,
700,KY1997,,,,,,,,,,,,,,8524.0,,
701,KY1998,,,,,,,,,,,,,,8250.0,,
702,KY1999,,,,,,,,,,,,,,8045.0,,
703,KY2000,,,,,,0.3,,0.05,0.05,,,,0.04,7775.0,,0.34
704,KY2001,,,,,,0.27,,0.04,0.07,,,,0.04,7120.0,,
705,KY2002,,,,,,0.3,,0.05,0.06,,,,0.05,6899.0,0.22,
706,KY2003,,,,,,0.3,,0.05,0.06,,,0.112,0.04,6752.0,,
707,KY2004,,,,,,0.3,,0.05,0.06,,,,0.05,6702.0,,0.56
708,KY2005,0.08,0.13,0.08,0.54,0.17,0.31,0.04,0.06,0.06,,,,0.05,6726.0,,
709,KY2006,0.09,0.14,0.08,0.54,0.15,0.33,0.05,0.06,0.07,,,,0.04,7412.0,0.27,
710,KY2007,0.08,0.13,0.08,0.56,0.14,0.33,0.04,0.08,0.08,,,0.115,0.05,7547.0,,
711,KY2008,0.08,0.14,0.08,0.55,0.14,0.33,0.05,0.07,0.06,,,,0.05,7636.0,,0.48
712,KY2009,0.08,0.14,0.09,0.55,0.14,0.34,0.06,0.07,0.07,,,,0.05,7208.0,,
713,KY2010,0.08,0.15,0.08,0.54,0.14,0.35,0.05,0.08,0.06,,,,0.06,6684.0,0.2,
714,KY2011,0.09,0.14,0.1,0.55,0.13,0.36,0.06,0.08,0.07,0.13,0.287,0.104,0.06,6111.0,,
715,KY2012,0.09,0.15,0.09,0.53,0.13,0.37,0.06,0.08,0.07,,,,0.06,5689.0,,0.38
716,KY2013,0.1,0.16,0.11,0.51,0.12,0.36,0.06,0.07,0.07,,,,0.06,5410.0,,
717,KY2014,0.1,0.15,0.1,0.52,0.12,0.35,0.05,0.09,0.08,,,,0.06,4877.0,0.25,
718,KY2015,0.1,0.16,0.11,0.52,0.11,0.36,0.06,0.08,0.07,,,,0.07,4503.0,,
719,KY2016,0.11,0.17,0.11,0.51,0.11,0.36,0.06,0.08,0.08,0.13,0.26,0.04,0.06,4331.0,,0.54
720,KY2017,0.11,0.17,0.12,0.5,0.1,0.35,0.06,0.08,0.08,0.12,0.24,0.04,0.06,4060.0,,
721,KY2018,0.11,0.16,0.12,0.49,0.1,0.35,0.06,0.09,0.08,0.12,0.22,0.05,0.07,3816.0,0.24,
722,KY2019,0.11,0.17,0.12,0.48,0.11,0.36,0.06,,0.09,0.11,0.2,0.06,0.08,3464.0,,
723,KY2020,,,,,,,,,,0.12,0.22,0.04,,3302.0,,0.59
724,KY2021,0.11,0.18,0.13,0.47,0.1,0.33,0.06,,0.08,0.12,0.23,0.04,0.08,3191.0,,
725,KY2022,0.11,0.19,0.13,0.46,0.1,0.34,0.06,,0.08,0.11,0.23,0.04,0.07,3038.0,0.35,
726,KY2023,0.11,0.19,0.14,0.47,0.09,0.36,0.05,,0.07,,,,0.07,2976.0,,
727,KY2024,,,,,,0.34,0.06,,,,,,0.09,,,0.37
728,LA1990,,,,,,,,,,,,,,12270.0,,
729,LA1991,,,,,,,,,,,,,,12286.0,,
730,LA1992,,,,,,,,,,,,,,12392.0,,
731,LA1993,,,,,,,,,,,,,,12551.0,,
732,LA1994,,,,,,,,,,,,,,12633.0,,
733,LA1995,,,,,,,,,,,,,,12208.0,,
734,LA1996,,,,,,,,,,,,,,11945.0,,
735,LA1997,,,,,,,,,,,,,,11963.0,,
736,LA1998,,,,,,,,,,,,,,12033.0,,
737,LA1999,,,,,,,,,,,,,,11538.0,,
738,LA2000,,,,,,0.4,,0.07,0.07,,,,0.05,11269.0,,0.44
739,LA2001,,,,,,0.4,,0.05,0.09,,,,0.05,10373.0,,
740,LA2002,,,,,,0.42,,0.05,0.08,,,,0.05,10056.0,0.24,
741,LA2003,,,,,,0.43,,0.07,0.07,,,0.199,0.05,9519.0,,
742,LA2004,,,,,,0.44,,0.06,0.07,,,,0.05,9453.0,,0.47
743,LA2005,0.06,0.13,0.06,0.56,0.19,0.42,0.07,0.05,0.08,,,,0.05,8151.0,,
744,LA2006,0.05,0.14,0.06,0.57,0.18,0.41,0.06,0.06,0.07,,,,0.05,8628.0,0.16,
745,LA2007,0.06,0.13,0.06,0.56,0.18,0.42,0.06,0.07,0.07,,,0.174,0.06,8974.0,,
746,LA2008,0.06,0.14,0.06,0.57,0.16,0.43,0.08,0.07,0.07,,,,0.05,8817.0,,0.51
747,LA2009,0.06,0.15,0.06,0.56,0.16,0.42,0.07,0.07,0.06,,,,0.06,8413.0,,
748,LA2010,0.06,0.14,0.06,0.56,0.17,0.45,0.07,0.08,0.07,,,,0.06,7689.0,0.24,
749,LA2011,0.07,0.14,0.07,0.56,0.16,0.45,0.07,0.08,0.06,0.08,0.259,0.148,0.06,6970.0,,
750,LA2012,0.07,0.14,0.07,0.55,0.16,0.48,0.07,0.09,0.06,,,,0.06,6458.0,,0.42
751,LA2013,0.06,0.16,0.08,0.55,0.15,0.46,0.07,0.08,0.06,,,,0.06,5811.0,,
752,LA2014,0.07,0.16,0.08,0.54,0.16,0.47,0.06,0.08,0.06,,,,0.06,5270.0,0.27,
753,LA2015,0.08,0.16,0.08,0.55,0.13,0.45,0.06,0.08,0.06,,,,0.07,5055.0,,
754,LA2016,0.08,0.15,0.09,0.52,0.14,0.45,0.06,0.08,0.07,0.12,0.24,0.05,0.06,4545.0,,0.5
755,LA2017,0.08,0.17,0.09,0.53,0.13,0.45,0.06,0.09,0.07,0.1,0.21,0.04,0.06,4269.0,,
756,LA2018,0.08,0.16,0.09,0.55,0.12,0.46,0.06,0.09,0.07,0.13,0.24,0.05,0.06,3991.0,0.25,
757,LA2019,0.08,0.17,0.09,0.52,0.12,0.47,0.07,,0.07,0.12,0.24,0.05,0.07,4007.0,,
758,LA2020,,,,,,,,,,0.08,0.21,0.05,,3676.0,,0.47
759,LA2021,0.09,0.18,0.11,0.52,0.11,0.45,0.06,,0.06,0.08,0.21,0.06,0.06,3571.0,,
760,LA2022,0.09,0.19,0.11,0.5,0.1,0.46,0.06,,0.06,0.08,0.22,0.06,0.07,3502.0,0.24,
761,LA2023,0.09,0.19,0.12,0.5,0.1,0.45,0.07,,0.07,,,,0.08,3490.0,,
762,LA2024,,,,,,0.45,0.06,,,,,,0.08,,,0.38
763,MA1990,,,,,,,,,,,,,,7266.0,,
764,MA1991,,,,,,,,,,,,,,6896.0,,
765,MA1992,,,,,,,,,,,,,,6558.0,,
766,MA1993,,,,,,,,,,,,,,6473.0,,
767,MA1994,,,,,,,,,,,,,,6415.0,,
768,MA1995,,,,,,,,,,,,,,6001.0,,
769,MA1996,,,,,,,,,,,,,,5761.0,,
770,MA1997,,,,,,,,,,,,,,5805.0,,
771,MA1998,,,,,,,,,,,,,,5823.0,,
772,MA1999,,,,,,,,,,,,,,5524.0,,
773,MA2000,,,,,,0.29,,0.05,0.06,,,,0.19,5308.0,,0.4
774,MA2001,,,,,,0.28,,0.05,0.05,,,,0.19,4984.0,,
775,MA2002,,,,,,0.28,,0.05,0.03,,,,0.19,4643.0,0.19,
776,MA2003,,,,,,0.28,,0.04,0.04,,,0.14,0.19,4643.0,,
777,MA2004,,,,,,0.29,,0.04,0.04,,,,0.18,4559.0,,0.46
778,MA2005,0.09,0.22,0.17,0.42,0.1,0.29,0.02,0.06,0.04,,,,0.19,4540.0,,
779,MA2006,0.08,0.24,0.17,0.41,0.09,0.28,0.02,0.05,0.04,,,,0.19,4724.0,0.3,
780,MA2007,0.09,0.26,0.18,0.39,0.09,0.29,0.02,0.06,0.05,,,0.085,0.19,4949.0,,
781,MA2008,0.08,0.24,0.18,0.4,0.09,0.29,0.02,0.06,0.03,,,,0.2,4586.0,,0.46
782,MA2009,0.08,0.24,0.19,0.39,0.09,0.29,0.02,0.06,0.03,,,,0.19,4482.0,,
783,MA2010,0.09,0.24,0.19,0.38,0.09,0.31,0.02,0.07,0.04,,,,0.21,3909.0,0.22,
784,MA2011,0.09,0.25,0.19,0.38,0.09,0.31,0.02,0.06,0.03,0.05,0.197,0.126,0.21,3478.0,,
785,MA2012,0.08,0.24,0.2,0.39,0.09,0.32,0.02,0.07,0.03,,,,0.22,3220.0,,0.5
786,MA2013,0.08,0.25,0.21,0.37,0.08,0.32,0.03,0.06,0.04,,,,0.22,2734.0,,
787,MA2014,0.08,0.25,0.22,0.35,0.09,0.32,0.03,0.07,0.04,,,,0.22,2404.0,0.2,
788,MA2015,0.08,0.24,0.22,0.37,0.08,0.33,0.02,0.07,0.04,,,,0.22,2140.0,,
789,MA2016,0.08,0.25,0.23,0.35,0.09,0.33,0.02,0.07,0.04,0.03,0.16,0.04,0.23,1932.0,,0.43
790,MA2017,0.08,0.26,0.22,0.35,0.08,0.32,0.02,0.06,0.04,0.03,0.16,0.04,0.23,1827.0,,
791,MA2018,0.07,0.25,0.24,0.34,0.09,0.31,0.02,0.06,0.04,0.03,0.14,0.03,0.24,1638.0,0.34,
792,MA2019,0.07,0.26,0.25,0.34,0.08,0.32,0.02,,0.04,0.02,0.13,0.04,0.25,1538.0,,
793,MA2020,,,,,,,,,,0.03,0.13,0.03,,1354.0,,0.55
794,MA2021,0.07,0.26,0.26,0.31,0.09,0.32,0.02,,0.04,0.03,0.13,0.04,0.24,1309.0,,
795,MA2022,0.07,0.26,0.26,0.33,0.08,0.32,0.02,,0.04,0.02,0.14,0.04,0.24,1302.0,0.32,
796,MA2023,0.06,0.26,0.27,0.32,0.09,0.33,0.02,,0.04,,,,0.25,1311.0,,
797,MA2024,,,,,,0.33,0.02,,,,,,0.25,,,0.57
798,MD1990,,,,,,,,,,,,,,8143.0,,
799,MD1991,,,,,,,,,,,,,,7947.0,,
800,MD1992,,,,,,,,,,,,,,7356.0,,
801,MD1993,,,,,,,,,,,,,,7253.0,,
802,MD1994,,,,,,,,,,,,,,7332.0,,
803,MD1995,,,,,,,,,,,,,,7211.0,,
804,MD1996,,,,,,,,,,,,,,7186.0,,
805,MD1997,,,,,,,,,,,,,,7002.0,,
806,MD1998,,,,,,,,,,,,,,7139.0,,
807,MD1999,,,,,,,,,,,,,,7238.0,,
808,MD2000,,,,,,0.33,,0.07,0.07,,,,0.11,7202.0,,0.39
809,MD2001,,,,,,0.3,,0.05,0.06,,,,0.11,6756.0,,
810,MD2002,,,,,,0.32,,0.05,0.06,,,,0.12,6547.0,0.22,
811,MD2003,,,,,,0.33,,0.06,0.06,,,0.154,0.11,6274.0,,
812,MD2004,,,,,,0.33,,0.07,0.06,,,,0.12,6245.0,,0.5
813,MD2005,0.07,0.2,0.17,0.45,0.1,0.32,0.04,0.05,0.06,,,,0.13,6282.0,,
814,MD2006,0.07,0.21,0.18,0.44,0.1,0.32,0.03,0.06,0.06,,,,0.14,6705.0,0.3,
815,MD2007,0.07,0.2,0.17,0.45,0.1,0.33,0.04,0.07,0.06,,,0.134,0.14,6892.0,,
816,MD2008,0.07,0.21,0.18,0.44,0.1,0.33,0.04,0.06,0.05,,,,0.14,6560.0,,0.5
817,MD2009,0.06,0.21,0.17,0.44,0.1,0.34,0.04,0.06,0.05,,,,0.15,6140.0,,
818,MD2010,0.06,0.2,0.18,0.45,0.1,0.36,0.04,0.07,0.05,,,,0.16,5396.0,0.22,
819,MD2011,0.06,0.21,0.19,0.44,0.1,0.37,0.04,0.07,0.05,0.06,0.187,0.113,0.17,4797.0,,
820,MD2012,0.06,0.2,0.19,0.44,0.1,0.36,0.04,0.07,0.05,,,,0.17,4286.0,,0.44
821,MD2013,0.07,0.22,0.19,0.42,0.1,0.36,0.04,0.07,0.04,,,,0.17,3690.0,,
822,MD2014,0.08,0.21,0.21,0.39,0.1,0.36,0.04,0.08,0.05,,,,0.17,3379.0,0.24,
823,MD2015,0.07,0.23,0.21,0.4,0.1,0.36,0.04,0.07,0.04,,,,0.18,3214.0,,
824,MD2016,0.07,0.22,0.21,0.39,0.1,0.36,0.04,0.07,0.05,0.03,0.15,0.06,0.19,3017.0,,0.54
825,MD2017,0.07,0.22,0.21,0.38,0.1,0.34,0.04,0.06,0.04,0.05,0.15,0.06,0.2,2667.0,,
826,MD2018,0.07,0.22,0.23,0.38,0.1,0.34,0.04,0.07,0.05,0.06,0.15,0.05,0.21,2645.0,0.38,
827,MD2019,0.07,0.22,0.24,0.37,0.1,0.35,0.03,,0.05,0.05,0.14,0.05,0.21,2603.0,,
828,MD2020,,,,,,,,,,0.05,0.13,0.05,,2431.0,,0.71
829,MD2021,0.07,0.24,0.23,0.36,0.1,0.34,0.03,,0.05,0.05,0.13,0.04,0.21,2174.0,,
830,MD2022,0.07,0.23,0.25,0.35,0.09,0.33,0.03,,0.04,0.04,0.13,0.03,0.21,2066.0,0.24,
831,MD2023,0.07,0.23,0.26,0.34,0.1,0.34,0.03,,0.05,,,,0.22,2105.0,,
832,MD2024,,,,,,0.34,0.03,,,,,,0.22,,,0.59
833,ME1990,,,,,,,,,,,,,,1857.0,,
834,ME1991,,,,,,,,,,,,,,1805.0,,
835,ME1992,,,,,,,,,,,,,,1625.0,,
836,ME1993,,,,,,,,,,,,,,1505.0,,
837,ME1994,,,,,,,,,,,,,,1459.0,,
838,ME1995,,,,,,,,,,,,,,1406.0,,
839,ME1996,,,,,,,,,,,,,,1333.0,,
840,ME1997,,,,,,,,,,,,,,1378.0,,
841,ME1998,,,,,,,,,,,,,,1326.0,,
842,ME1999,,,,,,,,,,,,,,1313.0,,
843,ME2000,,,,,,0.24,,0.08,0.06,,,,0.08,1273.0,,0.51
844,ME2001,,,,,,0.26,,0.08,0.06,,,,0.06,1215.0,,
845,ME2002,,,,,,0.29,,0.08,0.05,,,,0.04,1139.0,0.21,
846,ME2003,,,,,,0.27,,0.09,0.06,,,0.063,0.04,1133.0,,
847,ME2004,,,,,,0.33,,0.1,0.05,,,,0.05,1109.0,,0.59
848,ME2005,0.1,0.19,0.08,0.56,0.07,0.31,0.01,0.1,0.07,,,,0.06,1112.0,,
849,ME2006,0.1,0.19,0.09,0.54,0.08,0.31,0.02,0.11,0.06,,,,0.06,1133.0,0.28,
850,ME2007,0.11,0.19,0.1,0.53,0.06,0.3,0.02,0.09,0.06,,,0.067,0.05,1172.0,,
851,ME2008,0.11,0.18,0.09,0.57,0.05,0.31,0.03,0.11,0.05,,,,0.05,1117.0,,0.55
852,ME2009,0.11,0.19,0.1,0.52,0.07,0.33,0.02,0.11,0.05,,,,0.07,1047.0,,
853,ME2010,0.1,0.2,0.09,0.54,0.06,0.34,0.02,0.11,0.04,,,,0.05,917.0,0.31,
854,ME2011,0.1,0.21,0.12,0.51,0.06,0.34,0.02,0.11,0.05,0.08,0.248,0.071,0.05,867.0,,
855,ME2012,0.11,0.19,0.1,0.53,0.07,0.34,0.03,0.11,0.05,,,,0.07,798.0,,0.43
856,ME2013,0.13,0.2,0.11,0.51,0.05,0.34,0.03,0.12,0.05,,,,0.05,697.0,,
857,ME2014,0.12,0.22,0.12,0.49,0.05,0.35,0.03,0.12,0.06,,,,0.04,655.0,0.31,
858,ME2015,0.14,0.23,0.11,0.49,0.04,0.35,0.03,0.14,0.07,,,,0.05,603.0,,
859,ME2016,0.11,0.24,0.14,0.46,0.05,0.33,0.03,0.1,0.05,0.06,0.22,0.03,0.05,574.0,,0.49
860,ME2017,0.13,0.25,0.14,0.43,0.04,0.32,0.02,0.11,0.05,0.07,0.2,0.02,0.04,504.0,,
861,ME2018,0.11,0.25,0.14,0.44,0.05,0.31,0.03,0.11,0.07,0.07,0.21,0.03,0.06,419.0,0.29,
862,ME2019,0.13,0.23,0.14,0.46,0.04,0.33,0.02,,0.06,0.07,0.21,0.03,0.03,339.0,,
863,ME2020,,,,,,,,,,0.06,0.2,0.02,,396.0,,0.63
864,ME2021,0.12,0.27,0.18,0.38,0.04,0.3,0.02,,0.05,0.05,0.2,0.02,0.04,298.0,,
865,ME2022,0.12,0.25,0.17,0.42,0.04,0.32,0.03,,0.06,0.06,0.19,0.03,0.05,319.0,0.33,
866,ME2023,0.11,0.24,0.17,0.44,0.04,0.32,0.03,,0.04,,,,0.05,283.0,,
867,ME2024,,,,,,0.31,0.03,,,,,,0.05,,,S
868,MI1990,,,,,,,,,,,,,,20312.0,,
869,MI1991,,,,,,,,,,,,,,19405.0,,
870,MI1992,,,,,,,,,,,,,,18374.0,,
871,MI1993,,,,,,,,,,,,,,17226.0,,
872,MI1994,,,,,,,,,,,,,,17063.0,,
873,MI1995,,,,,,,,,,,,,,16467.0,,
