,LocYear,educ1: A,educ1: B,educ1: G,educ1: H,educ1: N,educ2,educ3: IS,educ3: OS,educ4,educ5: 3,educ5: 1,educ5: 2,educ6: A,educ6: B,educ6: G,educ6: H,educ6: N,educ7: 1,educ7: 2,educ7: 3,educ7: 4,educ8: 1,educ8: 2,educ8: 3,educ8: 4,educ9: 1,educ9: 2,educ9: 3,educ9: 4,educ10: 1,educ10: 2,educ10: 3,educ10: 4,educ11: 1,educ11: 2,educ11: 3,educ11: 4,educ12: 1,educ12: 2,educ12: 3,educ12: 4,educ13,educ14: yes,educ14: no,educ15: no,educ15: yes,educ16: 3y,educ16: 4y,educ16: 5-y,educ16: -3y,educ16: tot,Data,educ18,educ19
2155,RI2005,0.09,0.19,0.12,0.44,0.16,,,,0.04,,,,0.08,0.23,0.11,0.46,0.11,0.63,0.24,0.37,0.76,0.71,0.29,0.29,0.71,,,,,0.76,0.31,0.24,0.69,0.63,0.23,0.37,0.77,,,,,0.21,,,,,784.0,1487.0,994.0,660.0,3925.0,0.09,0.09,0.5
2156,RI2006,0.1,0.2,0.11,0.44,0.14,,,,0.03,,,,0.07,0.26,0.11,0.43,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.0,1694.0,743.0,715.0,4017.0,0.11,0.11,0.58
2157,RI2007,0.08,0.22,0.13,0.44,0.13,,,,0.04,0.08,0.027,0.054,0.08,0.24,0.1,0.45,0.13,0.65,0.28,0.35,0.72,0.69,0.27,0.31,0.73,0.85,0.32,0.15,0.68,0.8,0.34,0.2,0.66,,,,,,,,,0.19,,,,,791.0,1727.0,910.0,596.0,4024.0,0.09,0.09,0.62
2158,RI2008,0.1,0.2,0.12,0.43,0.15,,,,0.04,,,,0.09,0.25,0.1,0.45,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.0,1006.0,120.0,800.0,2607.0,0.11,,0.62
2159,RI2009,0.1,0.2,0.14,0.44,0.12,,,,0.04,,,,0.1,0.26,0.1,0.46,0.09,0.68,0.28,0.32,0.72,0.72,0.28,0.28,0.72,,,,,0.81,0.39,0.19,0.61,,,,,,,,,0.22,0.83,0.52,0.51,0.79,538.0,839.0,309.0,747.0,2433.0,0.12,,0.59
2160,RI2010,0.09,0.19,0.13,0.45,0.14,,,,0.05,,,,0.08,0.24,0.12,0.43,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.0,1523.0,623.0,909.0,3837.0,0.11,,0.64
2161,RI2011,0.09,0.18,0.13,0.45,0.14,S,0.05,0.09,0.04,0.112,0.046,0.081,0.08,0.25,0.1,0.46,0.11,0.73,0.34,0.27,0.66,0.76,0.33,0.24,0.67,,,,,0.84,0.43,0.16,0.57,,,,,,,,,0.22,0.81,0.52,0.51,0.79,930.0,1489.0,620.0,907.0,3946.0,0.12,,0.63
2162,RI2012,0.09,0.21,0.14,0.43,0.13,,,,0.04,,,,0.09,0.23,0.11,0.47,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.0,1721.0,45.0,992.0,3786.0,0.1,,0.6
2163,RI2013,0.09,0.2,0.14,0.43,0.14,4,0.04,0.06,0.02,,,,0.07,0.27,0.12,0.44,0.1,0.74,0.36,0.26,0.64,0.77,0.36,0.23,0.64,,,,,0.83,0.42,0.17,0.58,,,,,,,,,0.21,0.81,0.45,0.47,0.77,1016.0,1708.0,16.0,981.0,3721.0,0.11,,0.59
2164,RI2014,0.1,0.18,0.15,0.44,0.12,,,,0.03,,,,0.07,0.23,0.11,0.48,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.0,1448.0,28.0,963.0,3315.0,0.11,,0.62
2165,RI2015,0.08,0.21,0.15,0.43,0.12,1,0.04,0.05,0.03,,,,0.08,0.25,0.12,0.47,0.09,0.72,0.32,0.28,0.68,0.76,0.35,0.24,0.65,,,,,0.8,0.37,0.2,0.63,,,,,,,,,0.21,0.76,0.46,0.44,0.7,1113.0,1484.0,46.0,1026.0,3669.0,0.11,,0.62
2166,RI2016,0.09,0.22,0.15,0.43,0.1,,,,0.03,0.05,S,0.03,0.08,0.29,0.11,0.46,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041.0,1523.0,69.0,1085.0,3718.0,0.08,,0.62
2167,RI2017,0.08,0.23,0.15,0.43,0.11,2,0.03,0.05,0.04,0.02,S,0.03,0.08,0.24,0.13,0.49,0.07,0.66,0.3,0.34,0.7,0.75,0.37,0.25,0.63,,,,,0.79,0.39,0.21,0.61,,,,,,,,,0.26,0.76,0.45,0.46,0.7,1017.0,1390.0,80.0,1137.0,3624.0,0.09,,0.62
2168,RI2018,0.09,0.19,0.16,0.46,0.1,,,,0.04,0.05,S,0.04,0.08,0.26,0.13,0.48,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.0,1275.0,7.0,864.0,3138.0,0.09,,0.58
2169,RI2019,0.08,0.24,0.16,0.44,0.09,,,,0.06,0.09,S,0.05,0.07,0.3,0.12,0.43,0.07,0.64,0.29,0.36,0.71,0.71,0.35,0.29,0.65,,,,,0.81,0.4,0.19,0.6,,,,,,,,,0.26,0.79,0.5,0.5,0.76,1078.0,1192.0,44.0,1134.0,3448.0,0.1,,0.65
2170,RI2020,,,,,,,,,,0.08,S,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,RI2021,0.08,0.21,0.19,0.41,0.12,,,,0.03,0.07,S,0.06,0.07,0.28,0.16,0.42,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.0,871.0,4.0,821.0,2365.0,0.09,,0.62
2172,RI2022,0.07,0.26,0.19,0.4,0.08,,,,0.04,0.08,0.07,0.07,0.08,0.32,0.13,0.42,0.05,0.58,0.24,0.42,0.76,0.68,0.31,0.32,0.69,,,,,0.74,0.34,0.26,0.66,,,,,,,,,0.38,0.79,0.54,0.48,0.75,699.0,798.0,5.0,812.0,2280.0,0.08,,0.62
2173,RI2023,0.07,0.24,0.17,0.43,0.08,,,,0.05,,,,0.06,0.3,0.15,0.42,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,0.63
2174,RI2024,,,,,,,,,0.05,,,,0.07,0.31,0.15,0.4,0.07,0.57,0.26,0.43,0.74,0.66,0.3,0.34,0.7,,,,,0.76,0.38,0.24,0.62,,,,,,,,,0.31,0.83,0.54,0.52,0.74,,,,,,,,
2175,Raleigh2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
2176,Raleigh2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,
2177,Raleigh2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,
2178,Raleigh2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
2179,Raleigh2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
2180,Raleigh2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
2181,Raleigh2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,
2182,Raleigh2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,
2183,Raleigh2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
2184,Raleigh2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
2185,Raleigh2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,
2186,Raleigh2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
2187,Raleigh2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,
2188,SC1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2443.0,3743.0,718.0,80.0,6984.0,,,
2189,SC1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519.0,3410.0,606.0,79.0,6614.0,,,
2190,SC1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2661.0,3650.0,553.0,126.0,6990.0,,,
2191,SC1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3232.0,4191.0,468.0,81.0,7972.0,,,
2192,SC1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3642.0,4707.0,473.0,311.0,9133.0,,,
2193,SC1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3824.0,5101.0,289.0,336.0,9550.0,,,
2194,SC1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3719.0,5536.0,463.0,261.0,9979.0,,,
2195,SC1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4466.0,5820.0,308.0,342.0,10936.0,,,
2196,SC1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4264.0,5865.0,717.0,353.0,11199.0,,,
2197,SC1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4410.0,6027.0,699.0,353.0,11489.0,,,
2198,SC1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4775.0,6164.0,331.0,366.0,11636.0,,,
2199,SC1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4884.0,6139.0,423.0,455.0,11901.0,,,
2200,SC2000,,,,,,,,,0.02,,,,0.07,0.2,0.07,0.51,0.14,0.53,0.17,0.47,0.83,,,,,,,,,0.59,0.18,0.41,0.82,0.54,0.2,0.46,0.8,,,,,,,,,,5164.0,6336.0,84.0,531.0,12115.0,0.23,0.23,0.26
2201,SC2001,,,,,,,,,0.01,,,,0.08,0.19,0.05,0.56,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5608.0,6175.0,42.0,550.0,12375.0,0.15,0.15,0.33
2202,SC2002,,,,,,,,,0.01,,,,0.08,0.19,0.06,0.53,0.15,,,,,0.68,0.24,0.32,0.76,0.84,0.2,0.16,0.8,,,,,,,,,0.82,0.17,0.18,0.83,,,,,,5953.0,5229.0,1049.0,745.0,12976.0,0.16,0.16,0.35
2203,SC2003,,,,,,,,,0.01,0.043,0.047,0.045,0.08,0.19,0.06,0.54,0.13,0.68,0.26,0.32,0.74,0.69,0.24,0.31,0.76,,,,,0.79,0.32,0.21,0.68,,,,,,,,,0.22,,,,,6014.0,5993.0,624.0,824.0,13455.0,0.18,0.18,0.38
2204,SC2004,,,,,,,,,0.01,,,,0.08,0.21,0.07,0.49,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6147.0,6321.0,586.0,900.0,13954.0,0.19,0.19,0.34
2205,SC2005,0.09,0.16,0.07,0.53,0.15,,,,0.02,,,,0.08,0.18,0.06,0.54,0.14,0.71,0.3,0.29,0.7,0.67,0.25,0.33,0.75,,,,,0.81,0.36,0.19,0.64,0.64,0.25,0.36,0.75,,,,,0.17,,,,,6118.0,6513.0,183.0,965.0,13779.0,0.18,0.18,0.34
2206,SC2006,0.09,0.15,0.07,0.53,0.16,,,,0.02,,,,0.09,0.18,0.06,0.52,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6365.0,6838.0,24.0,1001.0,14228.0,0.19,0.19,0.4
2207,SC2007,0.09,0.16,0.08,0.53,0.14,,,,0.02,0.055,0.041,0.049,0.09,0.18,0.07,0.52,0.15,0.71,0.32,0.29,0.68,0.69,0.25,0.31,0.75,0.85,0.23,0.15,0.78,0.8,0.36,0.2,0.64,,,,,,,,,0.19,,,,,6653.0,6794.0,34.0,1049.0,14530.0,0.18,0.18,0.41
2208,SC2008,0.1,0.16,0.08,0.52,0.14,,,,0.02,,,,0.09,0.18,0.07,0.51,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6597.0,6625.0,26.0,1008.0,14256.0,0.18,,0.42
2209,SC2009,0.09,0.16,0.08,0.52,0.14,,,,0.02,,,,0.08,0.2,0.08,0.5,0.14,0.69,0.3,0.31,0.7,0.68,0.24,0.32,0.76,,,,,0.78,0.34,0.22,0.66,,,,,,,,,0.17,0.85,0.57,0.64,0.79,5773.0,5677.0,21.0,993.0,12464.0,0.2,,0.42
2210,SC2010,0.1,0.15,0.09,0.52,0.14,,,,0.02,,,,0.08,0.2,0.08,0.51,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5887.0,6542.0,738.0,1545.0,14712.0,0.19,,0.44
2211,SC2011,0.1,0.15,0.09,0.53,0.13,40,0.12,0.1,0.01,0.058,0.032,0.045,0.09,0.19,0.07,0.51,0.14,0.7,0.32,0.3,0.68,0.72,0.27,0.28,0.73,,,,,0.79,0.36,0.21,0.64,,,,,,,,,0.22,0.84,0.55,0.61,0.81,6772.0,6525.0,37.0,1692.0,15026.0,0.2,,0.43
2212,SC2012,0.1,0.16,0.1,0.51,0.13,,,,0.02,,,,0.1,0.19,0.08,0.51,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6592.0,6535.0,28.0,1739.0,14894.0,0.18,,0.44
2213,SC2013,0.1,0.18,0.1,0.49,0.13,38,0.12,0.1,0.02,,,,0.09,0.2,0.08,0.5,0.14,0.69,0.31,0.31,0.69,0.73,0.29,0.27,0.71,,,,,0.79,0.35,0.21,0.65,,,,,,,,,0.19,0.83,0.54,0.62,0.78,7079.0,6330.0,33.0,2003.0,15445.0,0.17,,0.44
2214,SC2014,0.1,0.17,0.1,0.48,0.14,,,,0.02,,,,0.09,0.19,0.08,0.5,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6776.0,6170.0,245.0,2055.0,15246.0,0.16,,0.45
2215,SC2015,0.11,0.18,0.1,0.49,0.12,46,0.12,0.1,0.02,,,,0.1,0.21,0.09,0.5,0.11,0.65,0.26,0.35,0.74,0.71,0.28,0.29,0.72,,,,,0.79,0.36,0.21,0.64,,,,,,,,,0.2,0.79,0.47,0.55,0.75,7337.0,5568.0,285.0,1935.0,15125.0,0.17,,0.44
2216,SC2016,0.1,0.19,0.11,0.48,0.12,,,,0.02,0.02,S,S,0.1,0.21,0.08,0.5,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7104.0,5113.0,26.0,2420.0,14663.0,0.14,,0.44
2217,SC2017,0.11,0.18,0.11,0.49,0.11,41,0.12,0.1,0.02,0.03,S,0.05,0.1,0.2,0.09,0.51,0.11,0.62,0.26,0.38,0.74,0.71,0.3,0.29,0.7,,,,,0.75,0.32,0.25,0.68,,,,,,,,,0.27,0.81,0.52,0.6,0.77,7396.0,4574.0,49.0,2534.0,14553.0,0.14,,0.46
2218,SC2018,0.12,0.19,0.12,0.48,0.1,,,,0.02,0.06,S,0.04,0.11,0.23,0.08,0.49,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7175.0,4369.0,10.0,1953.0,13507.0,0.14,,0.44
2219,SC2019,0.1,0.2,0.12,0.47,0.11,,,,0.02,0.05,S,0.03,0.1,0.23,0.09,0.48,0.1,0.64,0.29,0.36,0.71,0.69,0.29,0.31,0.71,,,,,0.77,0.36,0.23,0.64,,,,,,,,,0.28,0.8,0.48,0.55,0.77,7010.0,4387.0,22.0,2751.0,14170.0,0.14,,0.42
2220,SC2020,,,,,,,,,,0.04,0.05,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,SC2021,0.11,0.2,0.14,0.45,0.1,,,,0.02,0.07,0.06,0.07,0.1,0.24,0.09,0.48,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3299.0,2919.0,19.0,2355.0,8592.0,0.14,,0.44
2222,SC2022,0.12,0.2,0.15,0.44,0.09,,,,0.02,0.07,S,0.05,0.1,0.23,0.11,0.49,0.07,0.56,0.22,0.44,0.78,0.63,0.27,0.37,0.73,,,,,0.74,0.34,0.26,0.66,,,,,,,,,0.39,0.8,0.48,0.55,0.77,4490.0,2203.0,41.0,2792.0,9401.0,0.14,,0.43
2223,SC2023,0.11,0.21,0.15,0.45,0.09,,,,0.02,,,,0.09,0.24,0.1,0.48,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,0.44
2224,SC2024,,,,,,,,,0.03,,,,0.1,0.25,0.1,0.48,0.07,0.55,0.24,0.45,0.76,0.64,0.26,0.36,0.74,,,,,0.76,0.4,0.24,0.6,,,,,,,,,0.34,0.78,0.51,0.56,0.77,,,,,,,,
2225,SD1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0,1567.0,300.0,81.0,2380.0,,,
2226,SD1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,1605.0,148.0,64.0,2495.0,,,
2227,SD1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,1702.0,53.0,73.0,2436.0,,,
2228,SD1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.0,1741.0,61.0,75.0,2573.0,,,
2229,SD1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.0,1896.0,129.0,187.0,3065.0,,,
2230,SD1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.0,2103.0,221.0,192.0,3520.0,,,
2231,SD1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.0,2167.0,402.0,198.0,3694.0,,,
2232,SD1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.0,2252.0,457.0,218.0,3955.0,,,
2233,SD1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.0,2276.0,353.0,244.0,4057.0,,,
2234,SD1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.0,2476.0,223.0,189.0,4046.0,,,
2235,SD1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.0,2305.0,448.0,381.0,4198.0,,,
2236,SD1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.0,2432.0,421.0,361.0,4477.0,,,
2237,SD2000,,,,,,,,,0.02,,,,0.12,0.28,0.04,0.5,0.07,N.A.,N.A.,N.A.,N.A.,,,,,,,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,,1280.0,2018.0,228.0,449.0,3975.0,0.07,0.07,0.32
2238,SD2001,,,,,,,,,0.02,,,,0.12,0.25,0.04,0.5,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1307.0,2166.0,189.0,558.0,4220.0,0.09,0.09,0.37
2239,SD2002,,,,,,,,,0.02,,,,0.1,0.25,0.05,0.52,0.09,,,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,N.A.,N.A.,N.A.,N.A.,,,,,,1524.0,2041.0,201.0,727.0,4493.0,0.1,0.1,0.38
2240,SD2003,,,,,,,,,0.02,0.07,0.03,0.051,0.13,0.25,0.04,0.52,0.05,0.78,0.35,0.22,0.65,0.82,0.39,0.18,0.61,,,,,0.82,0.34,0.18,0.66,,,,,,,,,0.19,,,,,1785.0,2181.0,418.0,892.0,5276.0,0.11,0.11,0.35
2241,SD2004,,,,,,,,,0.01,,,,0.14,0.25,0.05,0.5,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.0,2355.0,303.0,970.0,5426.0,0.11,0.11,0.36
2242,SD2005,0.13,0.19,0.07,0.51,0.1,,,,0.02,,,,0.14,0.24,0.05,0.49,0.08,0.8,0.36,0.2,0.64,0.82,0.35,0.18,0.65,,,,,0.86,0.41,0.14,0.59,0.79,0.35,0.21,0.65,,,,,0.17,,,,,1653.0,2224.0,108.0,889.0,4874.0,0.12,0.12,0.37
2243,SD2006,0.12,0.19,0.09,0.52,0.08,,,,0.01,,,,0.13,0.25,0.06,0.5,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.0,2479.0,325.0,1028.0,5469.0,0.12,0.12,0.43
2244,SD2007,0.13,0.22,0.07,0.49,0.09,,,,0.01,0.083,0.024,0.054,0.13,0.23,0.08,0.48,0.08,0.81,0.39,0.19,0.61,0.83,0.37,0.17,0.63,N.A.,N.A.,N.A.,N.A.,0.86,0.41,0.14,0.59,,,,,,,,,0.18,,,,,1778.0,2433.0,181.0,979.0,5371.0,0.12,0.12,0.43
2245,SD2008,0.13,0.21,0.08,0.52,0.07,,,,0.01,,,,0.14,0.24,0.05,0.5,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.0,2502.0,235.0,963.0,5416.0,0.1,,0.42
2246,SD2009,0.11,0.22,0.08,0.47,0.1,,,,0.02,,,,0.13,0.2,0.06,0.53,0.08,0.83,0.42,0.17,0.58,0.84,0.37,0.16,0.63,,,,,0.86,0.42,0.14,0.58,,,,,,,,,0.16,0.8,0.6,0.55,0.75,1543.0,2602.0,272.0,971.0,5388.0,0.11,,0.45
2247,SD2010,0.14,0.23,0.08,0.47,0.08,,,,0.03,,,,0.13,0.24,0.06,0.5,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.0,2444.0,309.0,1022.0,5517.0,0.13,,0.46
2248,SD2011,0.13,0.2,0.09,0.48,0.09,5,0.06,0.03,0.02,0.084,0.038,0.059,0.14,0.24,0.07,0.46,0.08,0.82,0.42,0.18,0.58,0.83,0.35,0.17,0.65,,,,,0.86,0.4,0.14,0.6,,,,,,,,,0.18,0.81,0.59,0.58,0.78,1837.0,2482.0,120.0,1216.0,5655.0,0.11,,0.49
2249,SD2012,0.14,0.22,0.09,0.47,0.08,,,,0.02,,,,0.13,0.22,0.07,0.5,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.0,2472.0,197.0,1217.0,5683.0,0.11,,0.47
2250,SD2013,0.14,0.23,0.09,0.47,0.07,3,0.05,0.03,0.01,,,,0.15,0.23,0.07,0.48,0.07,0.79,0.38,0.21,0.62,0.81,0.36,0.19,0.64,,,,,0.84,0.4,0.16,0.6,,,,,,,,,0.19,0.82,0.58,0.55,0.77,1826.0,2586.0,20.0,1267.0,5699.0,0.11,,0.44
2251,SD2014,0.16,0.23,0.1,0.45,0.06,,,,0.01,,,,0.13,0.23,0.07,0.49,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811.0,2364.0,26.0,1206.0,5407.0,0.11,,0.44
2252,SD2015,0.15,0.24,0.08,0.45,0.08,6,0.05,0.03,0.02,,,,0.14,0.24,0.07,0.47,0.08,0.77,0.34,0.23,0.66,0.8,0.34,0.2,0.66,,,,,0.83,0.4,0.17,0.6,,,,,,,,,0.18,0.8,0.55,0.57,0.72,1757.0,2310.0,9.0,1382.0,5458.0,0.12,,0.46
2253,SD2016,0.14,0.23,0.09,0.44,0.1,,,,0.02,0.04,S,0.02,0.13,0.26,0.09,0.43,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862.0,2356.0,18.0,1365.0,5601.0,0.11,,0.48
2254,SD2017,0.13,0.23,0.11,0.46,0.06,4,0.05,0.03,0.02,0.05,S,0.03,0.14,0.23,0.08,0.48,0.08,0.76,0.38,0.24,0.62,0.8,0.36,0.2,0.64,,,,,0.83,0.43,0.17,0.57,,,,,,,,,S,0.78,0.54,0.57,0.71,1943.0,2315.0,5.0,1483.0,5746.0,0.11,,0.46
2255,SD2018,0.15,0.24,0.12,0.42,0.06,,,,0.01,0.06,S,0.04,0.15,0.26,0.09,0.43,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1857.0,2196.0,2.0,1049.0,5104.0,0.11,,0.45
2256,SD2019,0.15,0.23,0.12,0.42,0.07,,,,0.02,0.06,S,0.05,0.13,0.26,0.09,0.44,0.08,0.76,0.39,0.24,0.61,0.74,0.32,0.26,0.68,,,,,0.83,0.43,0.17,0.57,,,,,,,,,S,0.77,0.58,0.56,0.7,1774.0,2261.0,8.0,1623.0,5666.0,0.11,,0.43
2257,SD2020,,,,,,,,,,0.06,0.04,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,SD2021,0.14,0.27,0.11,0.41,0.06,,,,0.02,0.06,0.05,0.06,0.14,0.26,0.09,0.44,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.0,1730.0,55.0,1219.0,4316.0,0.11,,0.44
2259,SD2022,0.17,0.25,0.12,0.4,0.06,,,,0.01,0.04,S,0.04,0.16,0.28,0.09,0.41,0.07,0.72,0.32,0.28,0.68,0.73,0.31,0.27,0.69,,,,,0.8,0.4,0.2,0.6,,,,,,,,,S,0.86,0.61,0.64,0.72,1412.0,1828.0,12.0,1385.0,4515.0,0.11,,0.42
2260,SD2023,0.15,0.26,0.12,0.4,0.07,,,,0.02,,,,0.13,0.27,0.09,0.43,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.42
2261,SD2024,,,,,,,,,0.02,,,,0.13,0.3,0.11,0.42,0.05,0.71,0.33,0.29,0.67,0.7,0.29,0.3,0.71,,,,,0.79,0.42,0.21,0.58,,,,,,,,,S,0.85,0.64,0.65,0.76,,,,,,,,
2262,Sacramento2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,
2263,Sacramento2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,
2264,Sacramento2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,
2265,Sacramento2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,
2266,Sacramento2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,
2267,Sacramento2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,
2268,Sacramento2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,
2269,Sacramento2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
2270,Sacramento2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
2271,Sacramento2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,
2272,Sacramento2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,
2273,Sacramento2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,
