,LocYear,educ1: A,educ1: B,educ1: G,educ1: H,educ1: N,educ2,educ3: IS,educ3: OS,educ4,educ5: 3,educ5: 1,educ5: 2,educ6: A,educ6: B,educ6: G,educ6: H,educ6: N,educ7: 1,educ7: 2,educ7: 3,educ7: 4,educ8: 1,educ8: 2,educ8: 3,educ8: 4,educ9: 1,educ9: 2,educ9: 3,educ9: 4,educ10: 1,educ10: 2,educ10: 3,educ10: 4,educ11: 1,educ11: 2,educ11: 3,educ11: 4,educ12: 1,educ12: 2,educ12: 3,educ12: 4,educ13,educ14: yes,educ14: no,educ15: no,educ15: yes,educ16: 3y,educ16: 4y,educ16: 5-y,educ16: -3y,educ16: tot,Data,educ18,educ19
2274,Sacramento2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,
2275,Sacramento2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,
2276,Sacramento2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,
2277,San Antonio2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
2278,San Antonio2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
2279,San Antonio2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,
2280,San Antonio2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
2281,San Antonio2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,
2282,San Antonio2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
2283,San Antonio2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,
2284,San Antonio2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,
2285,San Antonio2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
2286,San Antonio2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,
2287,San Antonio2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
2288,San Antonio2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
2289,San Antonio2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
2290,San Antonio2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,
2291,San Antonio2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,
2292,San Diego2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,
2293,San Diego2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,
2294,San Diego2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
2295,San Diego2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,
2296,San Diego2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,
2297,San Diego2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
2298,San Diego2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
2299,San Diego2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
2300,San Diego2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
2301,San Diego2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
2302,San Diego2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
2303,San Diego2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
2304,San Diego2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
2305,San Diego2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
2306,San Diego2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
2307,San Francisco2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,
2308,San Francisco2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,
2309,San Francisco2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,
2310,San Francisco2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
2311,San Francisco2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,
2312,San Francisco2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
2313,San Francisco2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
2314,San Francisco2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
2315,San Francisco2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
2316,San Francisco2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,
2317,San Francisco2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,
2318,San Francisco2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,
2319,San Francisco2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,
2320,San Francisco2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,
2321,San Francisco2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
2322,San Jose2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,
2323,San Jose2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,
2324,San Jose2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,
2325,San Jose2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,
2326,San Jose2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,
2327,San Jose2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
2328,San Jose2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
2329,San Jose2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,
2330,San Jose2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
2331,San Jose2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
2332,San Jose2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
2333,San Jose2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
2334,San Jose2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,
2335,San Jose2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
2336,San Jose2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
2337,San Juan2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,
2338,San Juan2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,
2339,San Juan2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,
2340,San Juan2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,
2341,San Juan2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,
2342,San Juan2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,
2343,San Juan2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,
2344,San Juan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
2345,San Juan2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
2346,San Juan2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
2347,San Juan2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
2348,San Juan2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,
2349,San Juan2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,
2350,San Juan2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,
2351,San Juan2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,
2352,Seattle2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,
2353,Seattle2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
2354,Seattle2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
2355,Seattle2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
2356,Seattle2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
2357,Seattle2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,
2358,Seattle2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,
2359,Seattle2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,
2360,Seattle2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,
2361,Seattle2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,
2362,Seattle2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,
2363,Seattle2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,
2364,Seattle2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,
2365,Seattle2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,
2366,Seattle2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,
2367,TN1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178.0,6265.0,1317.0,375.0,10135.0,,,
2368,TN1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2345.0,6603.0,972.0,387.0,10307.0,,,
2369,TN1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.0,6716.0,727.0,480.0,10179.0,,,
2370,TN1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242.0,7363.0,1314.0,542.0,11461.0,,,
2371,TN1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2777.0,8355.0,549.0,445.0,12126.0,,,
2372,TN1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2814.0,9512.0,155.0,382.0,12863.0,,,
2373,TN1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596.0,9429.0,1209.0,374.0,14608.0,,,
2374,TN1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4124.0,10536.0,152.0,328.0,15140.0,,,
2375,TN1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3634.0,10841.0,626.0,236.0,15337.0,,,
2376,TN1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3967.0,11243.0,80.0,230.0,15520.0,,,
2377,TN1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4185.0,10749.0,210.0,386.0,15530.0,,,
2378,TN1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4211.0,11098.0,383.0,231.0,15923.0,,,
2379,TN2000,,,,,,,,,0.01,,,,0.05,0.19,0.06,0.56,0.14,0.52,0.16,0.48,0.84,,,,,,,,,0.59,0.18,0.41,0.82,0.61,0.24,0.39,0.76,,,,,,,,,,4873.0,11018.0,351.0,657.0,16899.0,0.19,0.19,0.33
2380,TN2001,,,,,,,,,0.02,,,,0.06,0.18,0.07,0.55,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5394.0,10876.0,298.0,664.0,17232.0,0.18,0.18,0.32
2381,TN2002,,,,,,,,,0.02,,,,0.07,0.18,0.06,0.55,0.14,,,,,0.71,0.28,0.29,0.72,0.82,0.24,0.18,0.76,,,,,,,,,0.82,0.23,0.18,0.77,,,,,,6047.0,11177.0,185.0,883.0,18292.0,0.17,0.17,0.36
2382,TN2003,,,,,,,,,0.01,0.073,0.058,0.066,0.07,0.19,0.06,0.56,0.12,0.59,0.21,0.41,0.79,0.69,0.26,0.31,0.74,,,,,0.7,0.24,0.3,0.76,,,,,,,,,0.25,,,,,5671.0,12169.0,124.0,1237.0,19201.0,0.18,0.18,0.34
2383,TN2004,,,,,,,,,0.02,,,,0.07,0.17,0.07,0.54,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6080.0,11865.0,179.0,1189.0,19313.0,0.17,0.17,0.34
2384,TN2005,0.07,0.15,0.08,0.55,0.15,,,,0.02,,,,0.07,0.18,0.07,0.56,0.13,0.61,0.21,0.39,0.79,0.71,0.26,0.29,0.74,,,,,0.74,0.28,0.26,0.72,0.67,0.26,0.33,0.74,,,,,0.21,,,,,6381.0,12118.0,54.0,1340.0,19893.0,0.19,0.19,0.34
2385,TN2006,0.06,0.15,0.07,0.56,0.15,,,,0.02,,,,0.06,0.17,0.06,0.57,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6935.0,11932.0,41.0,1437.0,20345.0,0.18,0.18,0.41
2386,TN2007,0.07,0.15,0.08,0.54,0.16,,,,0.02,0.05,0.047,0.048,0.07,0.17,0.06,0.56,0.14,0.64,0.23,0.36,0.77,0.71,0.26,0.29,0.74,0.9,0.3,0.1,0.7,0.76,0.29,0.24,0.71,,,,,,,,,0.21,,,,,6876.0,11908.0,104.0,1377.0,20265.0,0.17,0.17,0.4
2387,TN2008,0.07,0.15,0.08,0.56,0.13,,,,0.02,,,,0.06,0.18,0.07,0.56,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7188.0,11575.0,41.0,1486.0,20290.0,0.18,,0.42
2388,TN2009,0.07,0.16,0.08,0.55,0.14,,,,0.02,,,,0.06,0.2,0.07,0.55,0.12,0.65,0.25,0.35,0.75,0.73,0.28,0.27,0.72,,,,,0.74,0.28,0.26,0.72,,,,,,,,,0.19,0.83,0.61,0.6,0.79,6218.0,11531.0,780.0,1189.0,19718.0,0.21,,0.4
2389,TN2010,0.08,0.16,0.09,0.54,0.13,,,,0.02,,,,0.07,0.18,0.08,0.55,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5949.0,11982.0,783.0,1849.0,20563.0,0.21,,0.42
2390,TN2011,0.08,0.16,0.09,0.54,0.13,81,0.11,0.08,0.02,0.096,0.046,0.071,0.06,0.19,0.08,0.55,0.11,0.64,0.24,0.36,0.76,0.7,0.27,0.3,0.73,,,,,0.75,0.3,0.25,0.7,,,,,,,,,0.22,0.85,0.59,0.55,0.79,6847.0,12047.0,60.0,1990.0,20944.0,0.2,,0.43
2391,TN2012,0.07,0.17,0.09,0.53,0.12,,,,0.02,,,,0.07,0.2,0.08,0.53,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6787.0,11939.0,4.0,2088.0,20818.0,0.19,,0.45
2392,TN2013,0.08,0.17,0.1,0.53,0.12,43,0.08,0.07,0.01,,,,0.07,0.21,0.09,0.52,0.11,0.69,0.28,0.31,0.72,0.77,0.33,0.23,0.67,,,,,0.8,0.4,0.2,0.6,,,,,,,,,0.22,0.82,0.48,0.48,0.76,6979.0,11566.0,5.0,2249.0,20799.0,0.19,,0.42
2393,TN2014,0.09,0.17,0.1,0.52,0.13,,,,0.02,,,,0.08,0.21,0.09,0.53,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7049.0,10348.0,64.0,2180.0,19641.0,0.18,,0.43
2394,TN2015,0.08,0.17,0.11,0.52,0.12,78,0.09,0.07,0.02,,,,0.07,0.21,0.09,0.52,0.1,0.68,0.29,0.32,0.71,0.76,0.33,0.24,0.67,,,,,0.82,0.4,0.18,0.6,,,,,,,,,0.19,0.78,0.5,0.47,0.75,7308.0,10603.0,16.0,2329.0,20256.0,0.15,,0.44
2395,TN2016,0.09,0.18,0.1,0.52,0.11,,,,0.02,S,S,0.04,0.08,0.22,0.09,0.52,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7109.0,10703.0,35.0,3359.0,21206.0,0.15,,0.44
2396,TN2017,0.08,0.19,0.11,0.51,0.11,91,0.08,0.06,0.03,S,S,0.04,0.08,0.22,0.1,0.52,0.08,0.68,0.3,0.32,0.7,0.73,0.31,0.27,0.69,,,,,0.77,0.36,0.23,0.64,,,,,,,,,0.24,0.81,0.53,0.46,0.74,7333.0,9885.0,56.0,3462.0,20736.0,0.15,,0.43
2397,TN2018,0.09,0.19,0.12,0.49,0.12,,,,0.02,0.05,S,0.04,0.08,0.23,0.09,0.53,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7457.0,9861.0,38.0,2665.0,20021.0,0.16,,0.44
2398,TN2019,0.09,0.19,0.13,0.48,0.11,,,,0.02,0.05,S,0.03,0.08,0.24,0.1,0.51,0.08,0.68,0.31,0.32,0.69,0.73,0.32,0.27,0.68,,,,,0.79,0.4,0.21,0.6,,,,,,,,,0.26,0.82,0.57,0.49,0.72,7373.0,9144.0,49.0,3724.0,20290.0,0.13,,0.44
2399,TN2020,,,,,,,,,,0.07,S,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,TN2021,0.08,0.2,0.13,0.48,0.1,,,,0.03,0.08,0.05,0.07,0.08,0.25,0.1,0.51,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5263.0,7005.0,20.0,3459.0,15747.0,0.15,,0.44
2401,TN2022,0.09,0.2,0.13,0.49,0.09,,,,0.03,0.07,0.05,0.06,0.08,0.25,0.1,0.51,0.06,0.6,0.25,0.4,0.75,0.67,0.28,0.33,0.72,,,,,0.76,0.36,0.24,0.64,,,,,,,,,0.35,0.83,0.64,0.49,0.74,6378.0,6702.0,22.0,3839.0,16756.0,0.14,,0.44
2402,TN2023,0.09,0.2,0.14,0.47,0.11,,,,0.04,,,,0.08,0.26,0.11,0.49,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,0.44
2403,TN2024,,,,,,,,,0.04,,,,0.08,0.26,0.12,0.49,0.06,0.62,0.31,0.38,0.69,0.68,0.31,0.32,0.69,,,,,0.78,0.42,0.22,0.58,,,,,,,,,0.29,0.83,0.62,0.5,0.76,,,,,,,,
2404,TX1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10304.0,16877.0,2729.0,2031.0,31941.0,,,
2405,TX1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11672.0,17309.0,2459.0,1816.0,33256.0,,,
2406,TX1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11559.0,16973.0,2379.0,2020.0,32931.0,,,
2407,TX1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13107.0,19858.0,3272.0,2044.0,38281.0,,,
2408,TX1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14820.0,22501.0,3828.0,2221.0,43370.0,,,
2409,TX1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16895.0,23584.0,3114.0,2016.0,45609.0,,,
2410,TX1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19528.0,28494.0,3248.0,1731.0,53001.0,,,
2411,TX1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21122.0,31099.0,4644.0,1531.0,58396.0,,,
2412,TX1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22679.0,31528.0,3536.0,456.0,58199.0,,,
2413,TX1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24171.0,32996.0,5038.0,2127.0,64332.0,,,
2414,TX1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22311.0,32356.0,3938.0,859.0,59464.0,,,
2415,TX1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25685.0,32161.0,4098.0,2292.0,64236.0,,,
2416,TX2000,,,,,,,,,0.11,,,,0.06,0.19,0.06,0.48,0.21,0.67,0.24,0.33,0.76,,,,,,,,,0.76,0.25,0.24,0.75,0.62,0.23,0.38,0.77,,,,,,,,,,25491.0,35874.0,4638.0,4192.0,70195.0,0.16,0.16,0.31
2417,TX2001,,,,,,,,,0.1,,,,0.06,0.18,0.06,0.49,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28356.0,36102.0,5121.0,4872.0,74451.0,0.18,0.18,0.32
2418,TX2002,,,,,,,,,0.1,,,,0.06,0.2,0.06,0.48,0.21,,,,,0.73,0.31,0.27,0.69,0.83,0.31,0.17,0.69,,,,,,,,,0.84,0.29,0.16,0.71,,,,,,30779.0,38732.0,6066.0,5647.0,81224.0,0.2,0.2,0.33
2419,TX2003,,,,,,,,,0.1,0.039,0.052,0.046,0.06,0.18,0.06,0.49,0.21,0.69,0.25,0.31,0.75,0.71,0.26,0.29,0.74,,,,,0.82,0.33,0.18,0.67,,,,,,,,,0.19,,,,,31562.0,41598.0,4548.0,6978.0,84686.0,0.18,0.18,0.32
2420,TX2004,,,,,,,,,0.09,,,,0.06,0.19,0.06,0.48,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30404.0,42311.0,6850.0,8318.0,87883.0,0.18,0.18,0.35
2421,TX2005,0.06,0.15,0.07,0.46,0.25,,,,0.1,,,,0.06,0.18,0.06,0.49,0.21,0.72,0.31,0.28,0.69,0.69,0.26,0.31,0.74,,,,,0.87,0.4,0.13,0.6,0.66,0.25,0.34,0.75,,,,,0.15,,,,,30285.0,41751.0,5289.0,8535.0,85860.0,0.18,0.18,0.36
2422,TX2006,0.06,0.15,0.07,0.46,0.24,,,,0.1,,,,0.06,0.18,0.06,0.5,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32861.0,42202.0,5487.0,9372.0,89922.0,0.18,0.18,0.38
2423,TX2007,0.07,0.16,0.08,0.46,0.24,,,,0.1,0.064,0.045,0.055,0.06,0.18,0.06,0.5,0.2,0.78,0.35,0.22,0.65,0.73,0.28,0.27,0.72,0.86,0.26,0.14,0.74,0.87,0.4,0.13,0.6,,,,,,,,,0.17,,,,,34894.0,41182.0,2440.0,9491.0,88007.0,0.17,0.17,0.4
2424,TX2008,0.07,0.16,0.08,0.46,0.24,,,,0.1,,,,0.07,0.18,0.06,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34525.0,40399.0,1065.0,11307.0,87296.0,0.17,,0.4
2425,TX2009,0.06,0.16,0.08,0.47,0.24,,,,0.09,,,,0.06,0.19,0.07,0.5,0.19,0.78,0.36,0.22,0.64,0.73,0.27,0.27,0.73,,,,,0.85,0.38,0.15,0.62,,,,,,,,,0.18,0.83,0.57,0.56,0.79,34638.0,40777.0,1498.0,10245.0,87158.0,0.18,,0.41
2426,TX2010,0.06,0.15,0.08,0.47,0.23,,,,0.1,,,,0.07,0.19,0.07,0.5,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35387.0,43083.0,943.0,13327.0,92740.0,0.18,,0.41
2427,TX2011,0.07,0.16,0.08,0.46,0.23,28,0.11,0.05,0.1,0.039,0.045,0.042,0.07,0.2,0.07,0.5,0.16,0.81,0.4,0.19,0.6,0.74,0.27,0.26,0.73,,,,,0.85,0.39,0.15,0.61,,,,,,,,,0.18,0.83,0.52,0.53,0.77,34354.0,42017.0,646.0,15092.0,92109.0,0.17,,0.43
2428,TX2012,0.07,0.16,0.09,0.46,0.23,,,,0.09,,,,0.07,0.19,0.07,0.5,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32417.0,43297.0,681.0,14474.0,90869.0,0.17,,0.43
