,LocYear,d1: 0 to 4,d1: 12 to 14,d1: 15 to 17,d1: 5 to 11,d2: Female,d2: Male,d3: Foreign-born,d3: Native-born,d4: H or L,d4: AI or AN,d4: A,d4: B,d4: NH or PI,d4: 2 or more,d4: W,d5
285,DC2006,31357,18491,18278,37525,52381,53270,5000,110000,11287,215,1632,73602,31,2545,16339,S
286,DC2007,31858,17533,18609,36126,51598,52528,3000,110000,11240,227,1676,71582,28,2663,16710,S
287,DC2008,32724,16281,17900,35352,50637,51620,4000,108000,11507,219,1599,69255,31,2757,16889,S
288,DC2009,32707,15480,17562,36349,50504,51594,6000,108000,12072,228,1714,67682,21,2940,17441,S
289,DC2010,33276,14964,16894,36132,50169,51097,4000,97000,12373,179,1707,65850,25,3107,18025,S
290,DC2011,36218,14757,16219,36726,51429,52491,4000,101000,13631,167,1914,65509,25,3368,19306,S
291,DC2012,38811,14875,15707,38272,53436,54229,5000,105000,14847,177,2117,66226,28,3696,20574,S
292,DC2013,41298,15313,15397,40005,55594,56419,6000,106000,16297,187,2300,67285,31,4008,21905,S
293,DC2014,43080,15502,15594,41627,57383,58420,7000,108000,17599,174,2411,68007,43,4316,23253,S
294,DC2015,44451,15513,15772,43441,58927,60250,4000,114000,18738,153,2535,68626,43,4472,24610,S
295,DC2016,44829,15381,15863,45508,60138,61443,5000,116000,19518,156,2651,68559,46,4842,25809,S
296,DC2017,45290,15770,15765,47996,61811,63010,5000,119000,20457,176,2825,69217,49,5142,26955,S
297,DC2018,45114,16144,15562,49883,62781,63922,7000,121000,21140,185,2950,69151,56,5312,27909,S
298,DC2019,45015,16795,15360,50782,63186,64766,4000,124000,21756,200,3156,68017,53,5575,29195,S
299,DC2020,42508,17684,15422,50796,62257,64153,,,21459,177,3281,66184,51,5478,29780,
300,DC2021,40469,18012,15851,50998,61657,63673,4000,122000,21420,177,3150,65454,59,5591,29479,S
301,DC2022,40138,18336,16794,51474,62532,64210,5000,120000,22360,182,3275,64797,61,5962,30105,S
302,DC2023,39525,19006,17852,51949,63279,65053,5000,122000,23158,181,3499,64843,58,6206,30387,S
303,DC2024,39438,19849,18557,51987,64138,65693,5000,125000,23925,186,3754,64269,58,6496,31143,
304,DE1990,50328,25117,24649,65534,80878,84750,,,,,,,,,,
305,DE1991,51449,26273,24918,67270,82934,86976,,,,,,,,,,
306,DE1992,52288,27604,25813,68461,84978,89188,,,,,,,,,,
307,DE1993,52389,28620,26446,69461,86287,90629,,,,,,,,,,
308,DE1994,52454,29719,27586,71074,88159,92674,,,,,,,,,,
309,DE1995,51348,29760,28670,71957,88558,93177,,,,,,,,,,
310,DE1996,50504,30099,29745,73673,89636,94385,,,,,,,,,,
311,DE1997,50216,30591,30696,75104,90858,95749,,,,,,,,,,
312,DE1998,50472,31267,31122,76441,92134,97168,,,,,,,,,,
313,DE1999,51069,32075,31613,77753,93700,98810,,,,,,,,,,
314,DE2000,51542,32715,32167,78490,94853,100061,,,13752,547,4026,46844,53,4420,125272,
315,DE2000-2002,,,,,,,,,,,,,,,,6000
316,DE2001,51699,33377,32864,78098,95428,100610,,,14845,553,4348,47397,62,4839,123994,
317,DE2001-2003,,,,,,,,,,,,,,,,7000
318,DE2002,52372,34607,33175,76792,95995,100951,,,15995,534,4558,48056,68,5254,122481,
319,DE2002-2004,,,,,,,,,,,,,,,,7000
320,DE2003,53020,35603,33677,75745,96716,101329,,,17339,549,4904,48624,69,5713,120847,
321,DE2004,53893,36051,34395,75292,97476,102155,,,18790,556,5244,49315,71,6278,119377,
322,DE2005,54816,36003,35989,75180,98650,103338,5000,191000,20333,561,5563,50421,62,6778,118270,12000
323,DE2006,55214,35590,37148,75777,99519,104210,6000,198000,22014,597,5804,51012,58,7363,116881,S
324,DE2007,55997,35172,37584,76402,100506,104649,7000,199000,23457,561,6194,51667,69,7924,115283,S
325,DE2008,56387,34788,37574,77367,100938,105178,7000,199000,24733,593,6569,52150,68,8458,113545,S
326,DE2009,56359,34017,36999,78838,101114,105099,7000,200000,26271,534,6730,52260,69,9211,111138,S
327,DE2010,55883,33907,36345,79395,100835,104695,6000,200000,27256,579,6816,52050,66,9613,109150,S
328,DE2011,55875,34042,35475,79452,100604,104240,4000,201000,27883,566,7087,51746,62,10017,107483,S
329,DE2012,55882,34520,34569,79257,100300,103928,6000,199000,28598,536,7245,51369,66,10352,106062,S
330,DE2013,55449,34482,34233,79276,100056,103384,3000,201000,29075,533,7542,51122,74,10664,104430,S
331,DE2014,55307,34355,34489,79413,100101,103463,6000,198000,29764,519,7743,51240,78,10874,103346,S
332,DE2015,55246,34197,35079,79400,100319,103603,5000,199000,30462,501,8103,51219,80,11157,102400,S
333,DE2016,55209,34310,34971,79553,100684,103359,4000,200000,31235,509,8261,51311,84,11400,101243,S
334,DE2017,54948,34467,35108,79642,100657,103508,7000,197000,32361,519,8401,51402,84,11591,99807,S
335,DE2018,55064,34663,34857,79570,100658,103496,7000,196000,33314,510,8630,51535,82,11847,98236,S
336,DE2019,54851,34819,34959,79634,100600,103663,6000,198000,34223,483,8768,51730,80,11923,97056,S
337,DE2020,54814,37213,36530,81543,103387,106713,,,37839,482,8876,53002,78,12167,97656,
338,DE2021,53919,37364,37091,81546,103337,106583,6000,203000,38289,459,8988,53358,80,12171,96575,S
339,DE2022,54468,37392,37681,81989,104055,107475,6000,202000,39335,457,9208,54524,93,12406,95507,S
340,DE2023,54862,37125,38833,82346,104769,108397,10000,202000,40514,448,9503,55498,99,12511,94593,S
341,DE2024,55076,37037,39017,82583,104912,108801,7000,206000,41638,447,9925,55685,109,12479,93430,
342,FL1990,902347,456887,464424,1165149,1457371,1531436,,,,,,,,,,
343,FL1991,923255,469592,462629,1190162,1484749,1560889,,,,,,,,,,
344,FL1992,939455,488050,473016,1219918,1521037,1599402,,,,,,,,,,
345,FL1993,956310,511539,484876,1261341,1566301,1647765,,,,,,,,,,
346,FL1994,961579,535622,504466,1298220,1607842,1692045,,,,,,,,,,
347,FL1995,952249,552169,524489,1337561,1639999,1726469,,,,,,,,,,
348,FL1996,942452,565859,545342,1378042,1671522,1760173,,,,,,,,,,
349,FL1997,940424,580983,570370,1410492,1705874,1796395,,,,,,,,,,
350,FL1998,937770,593950,587157,1438684,1732534,1825027,,,,,,,,,,
351,FL1999,941773,612186,600696,1457056,1758746,1852965,,,,,,,,,,
352,FL2000,946495,626280,615494,1466611,1779825,1875055,,,710382,10701,64030,774900,1898,60624,2032345,
353,FL2000-2002,,,,,,,,,,,,,,,,368000
354,FL2001,967989,646059,633735,1466656,1809988,1904451,,,748918,10893,67290,787702,2008,66693,2030935,
355,FL2001-2003,,,,,,,,,,,,,,,,387000
356,FL2002,990798,675131,651004,1457691,1840146,1934478,,,788289,11049,71236,798595,2117,73161,2030177,
357,FL2002-2004,,,,,,,,,,,,,,,,409000
358,FL2003,1011435,693173,664675,1451593,1862755,1958121,,,825599,11168,74944,806420,2183,79723,2020839,
359,FL2004,1040169,703543,687516,1459506,1897550,1993184,,,872661,11387,79596,817013,2291,86679,2021107,
360,FL2005,1069937,703347,720755,1474139,1935950,2032228,253000,3794000,929239,11454,85368,828526,2488,93566,2017537,460000
361,FL2006,1081196,701907,742004,1497805,1963457,2059455,259000,3759000,984638,11400,89949,836807,2545,100286,1997287,447000
362,FL2007,1086240,695677,744077,1505104,1968678,2062420,234000,3809000,1028457,11123,92849,835128,2588,105730,1955223,458000
363,FL2008,1085579,688382,732125,1512286,1962645,2055727,207000,3796000,1059637,10798,95135,832745,2593,111233,1906231,420000
364,FL2009,1078822,682134,721392,1514935,1952188,2045095,224000,3833000,1081868,10391,96870,827789,2595,116577,1861193,455000
365,FL2010,1071532,679821,715791,1530541,1952906,2044779,224000,3775000,1106927,10253,99187,824545,2577,121626,1832570,453000
366,FL2011,1072630,682879,708236,1536026,1954803,2044968,208000,3787000,1121727,9943,100339,825458,2546,126207,1813551,447000
367,FL2012,1072683,690474,702917,1542767,1960417,2048424,206000,3795000,1137753,9662,101534,826694,2581,131064,1799553,430000
368,FL2013,1072096,694619,702594,1554237,1968087,2055459,198000,3830000,1154047,9469,103371,830597,2557,135182,1788323,408000
369,FL2014,1086553,693795,707854,1566850,1983711,2071341,213000,3841000,1176498,9334,105046,836473,2605,139976,1785120,426000
370,FL2015,1106815,687448,719910,1590164,2008096,2096241,219000,3884000,1205813,9221,107422,841985,2677,145405,1791814,432000
371,FL2016,1127027,691851,729318,1615437,2037850,2125783,226000,3920000,1241519,9166,110676,848740,2775,150501,1800256,453000
372,FL2017,1138008,702705,731454,1632700,2058584,2146283,251000,3950000,1273486,8969,113590,853243,2813,154640,1798126,458000
373,FL2018,1144020,720775,720848,1640491,2069374,2156760,247000,3981000,1299437,8759,114865,853186,2760,158057,1789070,429000
374,FL2019,1140140,731279,718652,1643896,2073152,2160815,254000,3978000,1314863,8657,116233,851392,2801,161416,1778605,425000
375,FL2020,1117053,765356,739783,1654477,2091098,2185571,,,1336239,8676,119121,857721,2914,166127,1785871,
376,FL2021,1100360,764618,756241,1659497,2093106,2187610,273000,4015000,1346724,8735,119944,851828,2961,169997,1780527,428000
377,FL2022,1124915,767011,785269,1697607,2138470,2236332,295000,4000000,1406244,8789,125235,858563,3167,175690,1797114,457000
378,FL2023,1143334,764766,811498,1730091,2174744,2274945,300000,4079000,1464757,8951,131067,862269,3337,178751,1800557,484000
379,FL2024,1154386,769495,820671,1755140,2198847,2300845,361000,4131000,1515433,9016,136075,862429,3463,180382,1792894,
380,GA1990,509392,274083,282043,681845,853234,894129,,,,,,,,,,
381,GA1991,518822,284133,279195,691525,866024,907651,,,,,,,,,,
382,GA1992,530793,297508,285232,704248,887553,930228,,,,,,,,,,
383,GA1993,540576,309674,293016,721755,910499,954522,,,,,,,,,,
384,GA1994,544853,318547,305593,737546,930618,975921,,,,,,,,,,
385,GA1995,547036,322885,319062,760835,951524,998294,,,,,,,,,,
386,GA1996,550383,325818,330319,786651,972499,1020672,,,,,,,,,,
387,GA1997,555771,330366,340145,807881,992324,1041839,,,,,,,,,,
388,GA1998,566870,337334,344151,830643,1013930,1065068,,,,,,,,,,
389,GA1999,582968,348828,346901,852001,1038922,1091776,,,,,,,,,,
390,GA2000,596305,358617,353503,868151,1061324,1115252,,,137635,4494,44992,747839,893,30900,1209823,
391,GA2000-2002,,,,,,,,,,,,,,,,104000
392,GA2001,614743,368973,359541,872133,1081371,1134019,,,155401,4635,48113,758482,990,34784,1212985,
393,GA2001-2003,,,,,,,,,,,,,,,,114000
394,GA2002,629479,384976,366706,868623,1098744,1151040,,,172282,4688,51343,768180,1048,38534,1213709,
395,GA2002-2004,,,,,,,,,,,,,,,,131000
396,GA2003,642305,395247,373167,867991,1113931,1164779,,,189007,4758,54359,776461,1140,42177,1210808,
397,GA2004,655618,399951,382860,870426,1129597,1179258,,,207006,4754,57720,785624,1206,46319,1206226,
398,GA2005,669707,402005,400351,881541,1151153,1202451,84000,2269000,227750,4839,62135,799245,1284,50492,1207859,161000
399,GA2006,678855,404822,413830,908507,1176899,1229115,84000,2368000,250667,4987,66579,818754,1380,55232,1208415,176000
400,GA2007,693997,407986,422323,931943,1201490,1254759,88000,2439000,272951,5009,71074,833868,1443,60298,1211606,195000
401,GA2008,700331,407475,422837,948454,1213108,1265989,89000,2454000,292641,5020,74733,838054,1494,65117,1202038,214000
402,GA2009,692752,407572,420790,964667,1216641,1269140,90000,2492000,305848,5020,77300,840037,1531,69042,1187003,237000
403,GA2010,684775,409071,419029,976923,1218501,1271297,79000,2415000,316608,5014,79616,840987,1592,72210,1173771,221000
404,GA2011,679180,413615,413274,980516,1217479,1269106,72000,2416000,323783,4909,81903,836950,1636,75423,1161981,210000
405,GA2012,671440,421885,411376,980091,1217414,1267378,67000,2429000,328378,4861,85242,833108,1713,78805,1152685,227000
406,GA2013,661679,427456,412954,982093,1218300,1265882,74000,2417000,333856,4813,88392,831095,1808,81947,1142271,227000
407,GA2014,658437,429514,418302,983221,1220878,1268596,64000,2428000,339124,4750,90798,834321,1869,84808,1133804,236000
408,GA2015,659227,426859,428037,985157,1226426,1272854,70000,2433000,346663,4685,94016,837600,1951,87858,1126507,243000
409,GA2016,660608,427946,436000,986479,1232381,1278652,68000,2442000,354856,4638,97956,841290,2062,90873,1119358,230000
410,GA2017,658794,430961,438469,985587,1235146,1278665,66000,2449000,361407,4557,100903,842895,2211,93309,1108529,235000
411,GA2018,658501,435936,435083,979936,1233021,1276435,68000,2435000,366400,4476,103258,841625,2338,95858,1095501,215000
412,GA2019,654756,440886,435143,974614,1230996,1274403,71000,2432000,370477,4473,105158,842024,2357,98567,1082343,222000
413,GA2020,646424,465829,452290,983772,1249528,1298787,,,398133,4492,108002,856202,2334,100996,1078156,
414,GA2021,636244,464298,458334,978381,1244147,1293110,65000,2457000,399542,4473,108610,854707,2351,103348,1064226,192000
415,GA2022,637561,458327,468008,981241,1247948,1297189,77000,2429000,407332,4418,112891,859360,2318,106200,1052618,199000
416,GA2023,638681,448591,477430,984260,1249156,1299806,94000,2441000,416648,4324,117341,858498,2345,108491,1041315,211000
417,GA2024,637970,442618,477746,982417,1244882,1295869,102000,2429000,423926,4244,122363,851198,2291,109807,1026922,
418,HI1990,85123,42626,41937,110297,135737,144246,,,,,,,,,,
419,HI1991,88463,44558,42564,112286,139580,148291,,,,,,,,,,
420,HI1992,91151,46293,44119,113561,143111,152013,,,,,,,,,,
421,HI1993,93203,48322,45161,114787,146214,155259,,,,,,,,,,
422,HI1994,94179,50343,46702,116293,149157,158360,,,,,,,,,,
423,HI1995,92834,51388,47944,118159,150507,159818,,,,,,,,,,
424,HI1996,90101,51584,49353,120175,150963,160250,,,,,,,,,,
425,HI1997,86601,51251,50508,121105,150135,159330,,,,,,,,,,
426,HI1998,82871,50104,50664,120937,147797,156779,,,,,,,,,,
427,HI1999,79745,49555,50159,120221,145473,154207,,,,,,,,,,
428,HI2000,78087,49108,49490,118667,143334,152018,,,35133,511,86691,5329,35816,87209,44663,
429,HI2000-2002,,,,,,,,,,,,,,,,19000
430,HI2001,77624,49591,49067,117851,142860,151273,,,35908,614,85191,5957,35776,86435,44252,
431,HI2001-2003,,,,,,,,,,,,,,,,18000
432,HI2002,78444,51013,48675,115468,142866,150734,,,37029,660,83913,6313,35721,86217,43747,
433,HI2002-2004,,,,,,,,,,,,,,,,18000
434,HI2003,79522,52183,49622,113192,143278,151241,,,37872,661,83163,6324,35970,86734,43795,
435,HI2004,81943,53339,50471,112350,145109,152994,,,39151,662,83170,6111,36531,88439,44039,
436,HI2005,83131,52764,51766,110836,145348,153149,14000,284000,40012,662,82354,5760,36815,89425,43469,18000
437,HI2006,84376,52110,53035,109792,145576,153737,17000,281000,41340,639,81451,5487,36998,90051,43347,15000
438,HI2007,86092,51381,53439,109295,145958,154249,14000,272000,42765,594,80788,5121,37260,91163,42516,16000
439,HI2008,87854,50733,52730,109777,146435,154659,17000,268000,43979,569,79986,4826,37491,92386,41857,18000
440,HI2009,87877,49411,51943,113565,147264,155532,11000,279000,45005,531,79762,4576,37552,94279,41091,15000
441,HI2010,87775,48782,51328,115993,147810,156068,14000,290000,45816,507,78857,4301,37937,96564,39896,20000
442,HI2011,90162,48574,50234,116994,148935,157029,17000,287000,48481,534,77518,4763,38262,96458,39948,22000
443,HI2012,91536,49059,48831,118074,149692,157808,16000,287000,50853,488,76316,4966,38595,96176,40106,23000
444,HI2013,92478,49251,48155,119014,150250,158648,15000,292000,53031,427,74731,5048,38631,96126,40904,22000
445,HI2014,93168,48412,47508,119030,149799,158319,17000,292000,54747,419,72905,5006,38603,95788,40650,19000
446,HI2015,93658,48349,47371,119045,150026,158397,13000,298000,56141,414,71814,5062,38410,95494,41088,20000
447,HI2016,92634,48366,47265,119330,149560,158035,15000,293000,57375,407,70837,5240,37784,95078,40874,21000
448,HI2017,90756,48423,46380,119801,148238,157122,12000,294000,58131,371,69268,5319,37505,94437,40329,18000
449,HI2018,88735,47749,46105,120460,147106,155943,15000,288000,58630,358,67855,5315,37040,93957,39894,19000
450,HI2019,86220,46981,45929,120289,145346,154073,16000,284000,58437,373,66417,5246,36081,93200,39665,21000
451,HI2020,84983,50229,48293,122848,148397,157956,,,52778,409,69758,5481,37097,98950,41880,
452,HI2021,81634,49929,47821,121825,145985,155224,15000,289000,52813,427,67436,5165,35503,98343,41522,16000
453,HI2022,79507,49455,47670,120465,144001,153096,11000,286000,53130,427,65828,5063,33996,97382,41271,20000
454,HI2023,78056,49552,48214,119119,143143,151798,10000,284000,53033,489,65088,5034,33094,96997,41206,17000
455,HI2024,76624,50105,48414,118206,142433,150916,10000,284000,53320,510,64749,4914,32670,96590,40596,
456,IA1990,194351,118328,112894,293793,350878,368488,,,,,,,,,,
457,IA1991,192552,122835,114970,294089,353188,371258,,,,,,,,,,
458,IA1992,190537,126620,118900,288741,353269,371529,,,,,,,,,,
459,IA1993,189742,129819,122105,286085,354605,373146,,,,,,,,,,
460,IA1994,187567,131168,126351,283311,354805,373592,,,,,,,,,,
461,IA1995,184688,129888,130890,281495,354000,372961,,,,,,,,,,
462,IA1996,184535,128685,134068,281889,354988,374189,,,,,,,,,,
463,IA1997,184152,127868,135659,282127,355247,374559,,,,,,,,,,
464,IA1998,184975,127078,134677,283213,355237,374706,,,,,,,,,,
465,IA1999,186730,127022,133093,285826,356449,376222,,,,,,,,,,
466,IA2000,188156,126139,132517,286525,356782,376555,,,33075,2694,10537,21958,225,12537,652311,
467,IA2000-2002,,,,,,,,,,,,,,,,16000
468,IA2001,188108,125781,131206,283506,354673,373928,,,35922,2737,10637,22517,267,13539,642982,
469,IA2001-2003,,,,,,,,,,,,,,,,16000
470,IA2002,187454,127621,129574,279036,352062,371623,,,38669,2754,10803,23147,278,14524,633510,
471,IA2002-2004,,,,,,,,,,,,,,,,16000
472,IA2003,188722,128739,127220,275421,350686,369416,,,41337,2774,11033,23843,333,15626,625156,
473,IA2004,189405,128608,126887,273808,350071,368637,,,44310,2769,11277,24610,361,16774,618607,
474,IA2005,190406,126941,128565,272576,350141,368347,13000,655000,47435,2787,11494,25622,385,17949,612816,22000
475,IA2006,193311,124975,130061,273356,351765,369938,12000,702000,50917,2749,11795,26911,465,19242,609624,21000
476,IA2007,196553,123215,129663,274201,352610,371022,15000,697000,54474,2662,12106,28251,511,20506,605122,S
477,IA2008,199252,121450,127972,276984,353608,372050,14000,696000,57401,2687,12376,29501,503,21988,601202,26000
478,IA2009,201268,120541,125825,279335,354396,372573,13000,695000,60971,2650,12791,30056,554,23156,596791,26000
479,IA2010,202064,120251,124106,281830,354820,373431,16000,708000,63895,2569,13410,30399,631,24152,593195,29000
480,IA2011,199707,120671,122666,283325,354297,372072,13000,711000,65485,2561,14367,30558,697,24689,588012,29000
481,IA2012,197478,121763,121596,284055,353714,371178,14000,709000,66971,2504,15422,30876,702,25416,583001,29000
482,IA2013,196162,122193,121928,286273,354786,371770,16000,708000,68867,2497,16754,32225,760,26175,579278,30000
483,IA2014,196595,122140,122365,287856,356197,372759,17000,709000,70199,2458,17820,33769,843,27043,576824,S
484,IA2015,196789,121453,123449,288459,356721,373429,12000,716000,71565,2473,18330,35199,900,27665,574018,29000
485,IA2016,198310,121722,123681,287512,357042,374183,16000,711000,73099,2477,18977,36498,1030,28196,570948,33000
486,IA2017,198635,122988,123507,286845,357439,374536,15000,715000,74732,2475,19535,38338,1124,28956,566815,37000
487,IA2018,197771,124277,122497,285257,356607,373195,16000,718000,75854,2511,19694,39462,1208,29498,561575,35000
488,IA2019,195700,125692,123006,283607,355628,372377,14000,708000,77176,2481,20103,40296,1374,29912,556663,29000
489,IA2020,193295,133175,128071,287517,361921,380137,,,82983,2489,20360,41076,1653,30455,563042,
490,IA2021,189265,132859,129839,285328,359626,377665,17000,720000,83692,2513,20060,41894,2031,30927,556174,29000
491,IA2022,187404,130419,132138,283660,357877,375744,19000,698000,85205,2482,19963,43061,2531,31173,549206,31000
492,IA2023,186360,126447,134869,284487,356908,375255,19000,706000,87197,2438,20290,45036,3221,31467,542514,36000
493,IA2024,186390,124193,134911,285081,355603,374972,17000,711000,89363,2391,20906,47023,3790,32107,534995,
494,ID1990,82356,53206,48993,128818,152346,161027,,,,,,,,,,
